OFFICE / BALLOT ISSUE,PARTY,COUNTY,CANDIDATE / BALLOT ISSUE TITLE,YES VOTES,YES PERCENT,NO VOTES,NO PERCENT
President/Vice President,Nonviolent Resistance/Pacifist,PUEBLO,Bradford Lyttle / Hannah Walsh,11,0.00%,,
President/Vice President,Nonviolent Resistance/Pacifist,RIO BLANCO,Bradford Lyttle / Hannah Walsh,0,0.00%,,
President/Vice President,Nonviolent Resistance/Pacifist,RIO GRANDE,Bradford Lyttle / Hannah Walsh,0,0.00%,,
President/Vice President,Nonviolent Resistance/Pacifist,ROUTT,Bradford Lyttle / Hannah Walsh,0,0.00%,,
President/Vice President,Nonviolent Resistance/Pacifist,SAGUACHE,Bradford Lyttle / Hannah Walsh,2,0.00%,,
President/Vice President,Nonviolent Resistance/Pacifist,SAN JUAN,Bradford Lyttle / Hannah Walsh,0,0.00%,,
President/Vice President,Nonviolent Resistance/Pacifist,SAN MIGUEL,Bradford Lyttle / Hannah Walsh,1,0.00%,,
President/Vice President,Nonviolent Resistance/Pacifist,SEDGWICK,Bradford Lyttle / Hannah Walsh,0,0.00%,,
President/Vice President,Nonviolent Resistance/Pacifist,SUMMIT,Bradford Lyttle / Hannah Walsh,2,0.00%,,
President/Vice President,Nonviolent Resistance/Pacifist,TELLER,Bradford Lyttle / Hannah Walsh,1,0.00%,,
President/Vice President,Nonviolent Resistance/Pacifist,WASHINGTON,Bradford Lyttle / Hannah Walsh,1,0.00%,,
President/Vice President,Nonviolent Resistance/Pacifist,WELD,Bradford Lyttle / Hannah Walsh,20,0.00%,,
President/Vice President,Nonviolent Resistance/Pacifist,YUMA,Bradford Lyttle / Hannah Walsh,0,0.00%,,
President/Vice President,Nonviolent Resistance/Pacifist,,Bradford Lyttle / Hannah Walsh TOTAL,382,0.01%,,
President/Vice President,Independent People of Colorado,ADAMS,Joseph Allen Maldonado / Douglas K. Terranova,121,0.00%,,
President/Vice President,Independent People of Colorado,ALAMOSA,Joseph Allen Maldonado / Douglas K. Terranova,4,0.00%,,
President/Vice President,Independent People of Colorado,ARAPAHOE,Joseph Allen Maldonado / Douglas K. Terranova,86,0.00%,,
President/Vice President,Independent People of Colorado,ARCHULETA,Joseph Allen Maldonado / Douglas K. Terranova,1,0.00%,,
President/Vice President,Independent People of Colorado,BACA,Joseph Allen Maldonado / Douglas K. Terranova,1,0.00%,,
President/Vice President,Independent People of Colorado,BENT,Joseph Allen Maldonado / Douglas K. Terranova,1,0.00%,,
President/Vice President,Independent People of Colorado,BOULDER,Joseph Allen Maldonado / Douglas K. Terranova,25,0.00%,,
President/Vice President,Independent People of Colorado,BROOMFIELD,Joseph Allen Maldonado / Douglas K. Terranova,9,0.00%,,
President/Vice President,Independent People of Colorado,CHAFFEE,Joseph Allen Maldonado / Douglas K. Terranova,4,0.00%,,
President/Vice President,Independent People of Colorado,CHEYENNE,Joseph Allen Maldonado / Douglas K. Terranova,0,0.00%,,
President/Vice President,Independent People of Colorado,CLEAR CREEK,Joseph Allen Maldonado / Douglas K. Terranova,2,0.00%,,
President/Vice President,Independent People of Colorado,CONEJOS,Joseph Allen Maldonado / Douglas K. Terranova,5,0.00%,,
President/Vice President,Independent People of Colorado,COSTILLA,Joseph Allen Maldonado / Douglas K. Terranova,4,0.00%,,
President/Vice President,Independent People of Colorado,CROWLEY,Joseph Allen Maldonado / Douglas K. Terranova,2,0.00%,,
President/Vice President,Independent People of Colorado,CUSTER,Joseph Allen Maldonado / Douglas K. Terranova,0,0.00%,,
President/Vice President,Independent People of Colorado,DELTA,Joseph Allen Maldonado / Douglas K. Terranova,4,0.00%,,
President/Vice President,Independent People of Colorado,DENVER,Joseph Allen Maldonado / Douglas K. Terranova,83,0.00%,,
President/Vice President,Independent People of Colorado,DOLORES,Joseph Allen Maldonado / Douglas K. Terranova,0,0.00%,,
President/Vice President,Independent People of Colorado,DOUGLAS,Joseph Allen Maldonado / Douglas K. Terranova,38,0.00%,,
President/Vice President,Independent People of Colorado,EAGLE,Joseph Allen Maldonado / Douglas K. Terranova,5,0.00%,,
President/Vice President,Independent People of Colorado,ELBERT,Joseph Allen Maldonado / Douglas K. Terranova,0,0.00%,,
President/Vice President,Independent People of Colorado,EL PASO,Joseph Allen Maldonado / Douglas K. Terranova,131,0.00%,,
President/Vice President,Independent People of Colorado,FREMONT,Joseph Allen Maldonado / Douglas K. Terranova,8,0.00%,,
President/Vice President,Independent People of Colorado,GARFIELD,Joseph Allen Maldonado / Douglas K. Terranova,8,0.00%,,
President/Vice President,Independent People of Colorado,GILPIN,Joseph Allen Maldonado / Douglas K. Terranova,1,0.00%,,
President/Vice President,Independent People of Colorado,GRAND,Joseph Allen Maldonado / Douglas K. Terranova,2,0.00%,,
President/Vice President,Independent People of Colorado,GUNNISON,Joseph Allen Maldonado / Douglas K. Terranova,1,0.00%,,
President/Vice President,Independent People of Colorado,HINSDALE,Joseph Allen Maldonado / Douglas K. Terranova,0,0.00%,,
President/Vice President,Independent People of Colorado,HUERFANO,Joseph Allen Maldonado / Douglas K. Terranova,2,0.00%,,
President/Vice President,Independent People of Colorado,JACKSON,Joseph Allen Maldonado / Douglas K. Terranova,0,0.00%,,
President/Vice President,Independent People of Colorado,JEFFERSON,Joseph Allen Maldonado / Douglas K. Terranova,91,0.00%,,
President/Vice President,Independent People of Colorado,KIOWA,Joseph Allen Maldonado / Douglas K. Terranova,0,0.00%,,
President/Vice President,Independent People of Colorado,KIT CARSON,Joseph Allen Maldonado / Douglas K. Terranova,1,0.00%,,
President/Vice President,Independent People of Colorado,LAKE,Joseph Allen Maldonado / Douglas K. Terranova,0,0.00%,,
President/Vice President,Independent People of Colorado,LA PLATA,Joseph Allen Maldonado / Douglas K. Terranova,8,0.00%,,
President/Vice President,Independent People of Colorado,LARIMER,Joseph Allen Maldonado / Douglas K. Terranova,41,0.00%,,
President/Vice President,Independent People of Colorado,LAS ANIMAS,Joseph Allen Maldonado / Douglas K. Terranova,5,0.00%,,
President/Vice President,Independent People of Colorado,LINCOLN,Joseph Allen Maldonado / Douglas K. Terranova,0,0.00%,,
President/Vice President,Independent People of Colorado,LOGAN,Joseph Allen Maldonado / Douglas K. Terranova,4,0.00%,,
President/Vice President,Independent People of Colorado,MESA,Joseph Allen Maldonado / Douglas K. Terranova,20,0.00%,,
President/Vice President,Independent People of Colorado,MINERAL,Joseph Allen Maldonado / Douglas K. Terranova,0,0.00%,,
President/Vice President,Independent People of Colorado,MOFFAT,Joseph Allen Maldonado / Douglas K. Terranova,2,0.00%,,
President/Vice President,Independent People of Colorado,MONTEZUMA,Joseph Allen Maldonado / Douglas K. Terranova,5,0.00%,,
President/Vice President,Independent People of Colorado,MONTROSE,Joseph Allen Maldonado / Douglas K. Terranova,6,0.00%,,
President/Vice President,Independent People of Colorado,MORGAN,Joseph Allen Maldonado / Douglas K. Terranova,4,0.00%,,
President/Vice President,Independent People of Colorado,OTERO,Joseph Allen Maldonado / Douglas K. Terranova,7,0.00%,,
President/Vice President,Independent People of Colorado,OURAY,Joseph Allen Maldonado / Douglas K. Terranova,1,0.00%,,
President/Vice President,Independent People of Colorado,PARK,Joseph Allen Maldonado / Douglas K. Terranova,2,0.00%,,
President/Vice President,Independent People of Colorado,PHILLIPS,Joseph Allen Maldonado / Douglas K. Terranova,1,0.00%,,
President/Vice President,Independent People of Colorado,PITKIN,Joseph Allen Maldonado / Douglas K. Terranova,0,0.00%,,
President/Vice President,Independent People of Colorado,PROWERS,Joseph Allen Maldonado / Douglas K. Terranova,5,0.00%,,
President/Vice President,Independent People of Colorado,PUEBLO,Joseph Allen Maldonado / Douglas K. Terranova,62,0.00%,,
President/Vice President,Independent People of Colorado,RIO BLANCO,Joseph Allen Maldonado / Douglas K. Terranova,1,0.00%,,
President/Vice President,Independent People of Colorado,RIO GRANDE,Joseph Allen Maldonado / Douglas K. Terranova,2,0.00%,,
President/Vice President,Independent People of Colorado,ROUTT,Joseph Allen Maldonado / Douglas K. Terranova,4,0.00%,,
President/Vice President,Independent People of Colorado,SAGUACHE,Joseph Allen Maldonado / Douglas K. Terranova,1,0.00%,,
President/Vice President,Independent People of Colorado,SAN JUAN,Joseph Allen Maldonado / Douglas K. Terranova,0,0.00%,,
President/Vice President,Independent People of Colorado,SAN MIGUEL,Joseph Allen Maldonado / Douglas K. Terranova,1,0.00%,,
President/Vice President,Independent People of Colorado,SEDGWICK,Joseph Allen Maldonado / Douglas K. Terranova,0,0.00%,,
President/Vice President,Independent People of Colorado,SUMMIT,Joseph Allen Maldonado / Douglas K. Terranova,2,0.00%,,
President/Vice President,Independent People of Colorado,TELLER,Joseph Allen Maldonado / Douglas K. Terranova,0,0.00%,,
President/Vice President,Independent People of Colorado,WASHINGTON,Joseph Allen Maldonado / Douglas K. Terranova,0,0.00%,,
President/Vice President,Independent People of Colorado,WELD,Joseph Allen Maldonado / Douglas K. Terranova,48,0.00%,,
President/Vice President,Independent People of Colorado,YUMA,Joseph Allen Maldonado / Douglas K. Terranova,0,0.00%,,
President/Vice President,Independent People of Colorado,,Joseph Allen Maldonado / Douglas K. Terranova TOTAL,872,0.03%,,
President/Vice President,American Solidarity Party,ADAMS,Michael A. Maturen / Juan Munoz,51,0.00%,,
President/Vice President,American Solidarity Party,ALAMOSA,Michael A. Maturen / Juan Munoz,3,0.00%,,
President/Vice President,American Solidarity Party,ARAPAHOE,Michael A. Maturen / Juan Munoz,115,0.00%,,
President/Vice President,American Solidarity Party,ARCHULETA,Michael A. Maturen / Juan Munoz,0,0.00%,,
President/Vice President,American Solidarity Party,BACA,Michael A. Maturen / Juan Munoz,0,0.00%,,
President/Vice President,American Solidarity Party,BENT,Michael A. Maturen / Juan Munoz,0,0.00%,,
President/Vice President,American Solidarity Party,BOULDER,Michael A. Maturen / Juan Munoz,63,0.00%,,
President/Vice President,American Solidarity Party,BROOMFIELD,Michael A. Maturen / Juan Munoz,24,0.00%,,
President/Vice President,American Solidarity Party,CHAFFEE,Michael A. Maturen / Juan Munoz,3,0.00%,,
President/Vice President,American Solidarity Party,CHEYENNE,Michael A. Maturen / Juan Munoz,0,0.00%,,
President/Vice President,American Solidarity Party,CLEAR CREEK,Michael A. Maturen / Juan Munoz,0,0.00%,,
President/Vice President,American Solidarity Party,CONEJOS,Michael A. Maturen / Juan Munoz,1,0.00%,,
President/Vice President,American Solidarity Party,COSTILLA,Michael A. Maturen / Juan Munoz,0,0.00%,,
President/Vice President,American Solidarity Party,CROWLEY,Michael A. Maturen / Juan Munoz,1,0.00%,,
President/Vice President,American Solidarity Party,CUSTER,Michael A. Maturen / Juan Munoz,0,0.00%,,
President/Vice President,American Solidarity Party,DELTA,Michael A. Maturen / Juan Munoz,3,0.00%,,
President/Vice President,American Solidarity Party,DENVER,Michael A. Maturen / Juan Munoz,121,0.00%,,
President/Vice President,American Solidarity Party,DOLORES,Michael A. Maturen / Juan Munoz,0,0.00%,,
President/Vice President,American Solidarity Party,DOUGLAS,Michael A. Maturen / Juan Munoz,52,0.00%,,
President/Vice President,American Solidarity Party,EAGLE,Michael A. Maturen / Juan Munoz,2,0.00%,,
President/Vice President,American Solidarity Party,ELBERT,Michael A. Maturen / Juan Munoz,2,0.00%,,
President/Vice President,American Solidarity Party,EL PASO,Michael A. Maturen / Juan Munoz,94,0.00%,,
President/Vice President,American Solidarity Party,FREMONT,Michael A. Maturen / Juan Munoz,6,0.00%,,
President/Vice President,American Solidarity Party,GARFIELD,Michael A. Maturen / Juan Munoz,2,0.00%,,
President/Vice President,American Solidarity Party,GILPIN,Michael A. Maturen / Juan Munoz,0,0.00%,,
President/Vice President,American Solidarity Party,GRAND,Michael A. Maturen / Juan Munoz,0,0.00%,,
President/Vice President,American Solidarity Party,GUNNISON,Michael A. Maturen / Juan Munoz,2,0.00%,,
President/Vice President,American Solidarity Party,HINSDALE,Michael A. Maturen / Juan Munoz,0,0.00%,,
President/Vice President,American Solidarity Party,HUERFANO,Michael A. Maturen / Juan Munoz,3,0.00%,,
President/Vice President,American Solidarity Party,JACKSON,Michael A. Maturen / Juan Munoz,0,0.00%,,
President/Vice President,American Solidarity Party,JEFFERSON,Michael A. Maturen / Juan Munoz,123,0.00%,,
President/Vice President,American Solidarity Party,KIOWA,Michael A. Maturen / Juan Munoz,0,0.00%,,
President/Vice President,American Solidarity Party,KIT CARSON,Michael A. Maturen / Juan Munoz,0,0.00%,,
President/Vice President,American Solidarity Party,LAKE,Michael A. Maturen / Juan Munoz,0,0.00%,,
President/Vice President,American Solidarity Party,LA PLATA,Michael A. Maturen / Juan Munoz,7,0.00%,,
President/Vice President,American Solidarity Party,LARIMER,Michael A. Maturen / Juan Munoz,76,0.00%,,
President/Vice President,American Solidarity Party,LAS ANIMAS,Michael A. Maturen / Juan Munoz,3,0.00%,,
President/Vice President,American Solidarity Party,LINCOLN,Michael A. Maturen / Juan Munoz,0,0.00%,,
President/Vice President,American Solidarity Party,LOGAN,Michael A. Maturen / Juan Munoz,0,0.00%,,
President/Vice President,American Solidarity Party,MESA,Michael A. Maturen / Juan Munoz,11,0.00%,,
President/Vice President,American Solidarity Party,MINERAL,Michael A. Maturen / Juan Munoz,0,0.00%,,
President/Vice President,American Solidarity Party,MOFFAT,Michael A. Maturen / Juan Munoz,0,0.00%,,
President/Vice President,American Solidarity Party,MONTEZUMA,Michael A. Maturen / Juan Munoz,0,0.00%,,
President/Vice President,American Solidarity Party,MONTROSE,Michael A. Maturen / Juan Munoz,2,0.00%,,
President/Vice President,American Solidarity Party,MORGAN,Michael A. Maturen / Juan Munoz,2,0.00%,,
President/Vice President,American Solidarity Party,OTERO,Michael A. Maturen / Juan Munoz,4,0.00%,,
President/Vice President,American Solidarity Party,OURAY,Michael A. Maturen / Juan Munoz,0,0.00%,,
President/Vice President,American Solidarity Party,PARK,Michael A. Maturen / Juan Munoz,1,0.00%,,
President/Vice President,American Solidarity Party,PHILLIPS,Michael A. Maturen / Juan Munoz,2,0.00%,,
President/Vice President,American Solidarity Party,PITKIN,Michael A. Maturen / Juan Munoz,0,0.00%,,
President/Vice President,American Solidarity Party,PROWERS,Michael A. Maturen / Juan Munoz,2,0.00%,,
President/Vice President,American Solidarity Party,PUEBLO,Michael A. Maturen / Juan Munoz,25,0.00%,,
President/Vice President,American Solidarity Party,RIO BLANCO,Michael A. Maturen / Juan Munoz,1,0.00%,,
President/Vice President,American Solidarity Party,RIO GRANDE,Michael A. Maturen / Juan Munoz,1,0.00%,,
President/Vice President,American Solidarity Party,ROUTT,Michael A. Maturen / Juan Munoz,1,0.00%,,
President/Vice President,American Solidarity Party,SAGUACHE,Michael A. Maturen / Juan Munoz,0,0.00%,,
President/Vice President,American Solidarity Party,SAN JUAN,Michael A. Maturen / Juan Munoz,0,0.00%,,
President/Vice President,American Solidarity Party,SAN MIGUEL,Michael A. Maturen / Juan Munoz,0,0.00%,,
President/Vice President,American Solidarity Party,SEDGWICK,Michael A. Maturen / Juan Munoz,0,0.00%,,
President/Vice President,American Solidarity Party,SUMMIT,Michael A. Maturen / Juan Munoz,1,0.00%,,
President/Vice President,American Solidarity Party,TELLER,Michael A. Maturen / Juan Munoz,6,0.00%,,
President/Vice President,American Solidarity Party,WASHINGTON,Michael A. Maturen / Juan Munoz,0,0.00%,,
President/Vice President,American Solidarity Party,WELD,Michael A. Maturen / Juan Munoz,46,0.00%,,
President/Vice President,American Solidarity Party,YUMA,Michael A. Maturen / Juan Munoz,0,0.00%,,
President/Vice President,American Solidarity Party,,Michael A. Maturen / Juan Munoz TOTAL,862,0.03%,,
President/Vice President,Unaffiliated,ADAMS,Evan McMullin / Nathan Johnson,"1,812",0.07%,,
President/Vice President,Unaffiliated,ALAMOSA,Evan McMullin / Nathan Johnson,72,0.00%,,
President/Vice President,Unaffiliated,ARAPAHOE,Evan McMullin / Nathan Johnson,"3,398",0.12%,,
President/Vice President,Unaffiliated,ARCHULETA,Evan McMullin / Nathan Johnson,51,0.00%,,
President/Vice President,Unaffiliated,BACA,Evan McMullin / Nathan Johnson,15,0.00%,,
President/Vice President,Unaffiliated,BENT,Evan McMullin / Nathan Johnson,5,0.00%,,
President/Vice President,Unaffiliated,BOULDER,Evan McMullin / Nathan Johnson,"1,473",0.05%,,
President/Vice President,Unaffiliated,BROOMFIELD,Evan McMullin / Nathan Johnson,544,0.02%,,
President/Vice President,Unaffiliated,CHAFFEE,Evan McMullin / Nathan Johnson,97,0.00%,,
President/Vice President,Unaffiliated,CHEYENNE,Evan McMullin / Nathan Johnson,0,0.00%,,
President/Vice President,Unaffiliated,CLEAR CREEK,Evan McMullin / Nathan Johnson,29,0.00%,,
President/Vice President,Unaffiliated,CONEJOS,Evan McMullin / Nathan Johnson,89,0.00%,,
President/Vice President,Unaffiliated,COSTILLA,Evan McMullin / Nathan Johnson,6,0.00%,,
President/Vice President,Unaffiliated,CROWLEY,Evan McMullin / Nathan Johnson,7,0.00%,,
President/Vice President,Unaffiliated,CUSTER,Evan McMullin / Nathan Johnson,9,0.00%,,
President/Vice President,Unaffiliated,DELTA,Evan McMullin / Nathan Johnson,130,0.00%,,
President/Vice President,Unaffiliated,DENVER,Evan McMullin / Nathan Johnson,"2,110",0.08%,,
President/Vice President,Unaffiliated,DOLORES,Evan McMullin / Nathan Johnson,11,0.00%,,
President/Vice President,Unaffiliated,DOUGLAS,Evan McMullin / Nathan Johnson,"3,102",0.11%,,
President/Vice President,Unaffiliated,EAGLE,Evan McMullin / Nathan Johnson,165,0.01%,,
President/Vice President,Unaffiliated,ELBERT,Evan McMullin / Nathan Johnson,170,0.01%,,
President/Vice President,Unaffiliated,EL PASO,Evan McMullin / Nathan Johnson,"4,276",0.15%,,
President/Vice President,Unaffiliated,FREMONT,Evan McMullin / Nathan Johnson,133,0.00%,,
President/Vice President,Unaffiliated,GARFIELD,Evan McMullin / Nathan Johnson,185,0.01%,,
President/Vice President,Unaffiliated,GILPIN,Evan McMullin / Nathan Johnson,28,0.00%,,
President/Vice President,Unaffiliated,GRAND,Evan McMullin / Nathan Johnson,61,0.00%,,
President/Vice President,Unaffiliated,GUNNISON,Evan McMullin / Nathan Johnson,66,0.00%,,
President/Vice President,Unaffiliated,HINSDALE,Evan McMullin / Nathan Johnson,8,0.00%,,
President/Vice President,Unaffiliated,HUERFANO,Evan McMullin / Nathan Johnson,13,0.00%,,
President/Vice President,Unaffiliated,JACKSON,Evan McMullin / Nathan Johnson,4,0.00%,,
President/Vice President,Unaffiliated,JEFFERSON,Evan McMullin / Nathan Johnson,"3,539",0.13%,,
President/Vice President,Unaffiliated,KIOWA,Evan McMullin / Nathan Johnson,5,0.00%,,
President/Vice President,Unaffiliated,KIT CARSON,Evan McMullin / Nathan Johnson,24,0.00%,,
President/Vice President,Unaffiliated,LAKE,Evan McMullin / Nathan Johnson,28,0.00%,,
President/Vice President,Unaffiliated,LA PLATA,Evan McMullin / Nathan Johnson,245,0.01%,,
President/Vice President,Unaffiliated,LARIMER,Evan McMullin / Nathan Johnson,"2,682",0.10%,,
President/Vice President,Unaffiliated,LAS ANIMAS,Evan McMullin / Nathan Johnson,25,0.00%,,
President/Vice President,Unaffiliated,LINCOLN,Evan McMullin / Nathan Johnson,12,0.00%,,
President/Vice President,Unaffiliated,LOGAN,Evan McMullin / Nathan Johnson,67,0.00%,,
President/Vice President,Unaffiliated,MESA,Evan McMullin / Nathan Johnson,880,0.03%,,
President/Vice President,Unaffiliated,MINERAL,Evan McMullin / Nathan Johnson,5,0.00%,,
President/Vice President,Unaffiliated,MOFFAT,Evan McMullin / Nathan Johnson,60,0.00%,,
President/Vice President,Unaffiliated,MONTEZUMA,Evan McMullin / Nathan Johnson,129,0.00%,,
President/Vice President,Unaffiliated,MONTROSE,Evan McMullin / Nathan Johnson,211,0.01%,,
President/Vice President,Unaffiliated,MORGAN,Evan McMullin / Nathan Johnson,80,0.00%,,
President/Vice President,Unaffiliated,OTERO,Evan McMullin / Nathan Johnson,51,0.00%,,
President/Vice President,Unaffiliated,OURAY,Evan McMullin / Nathan Johnson,37,0.00%,,
President/Vice President,Unaffiliated,PARK,Evan McMullin / Nathan Johnson,71,0.00%,,
President/Vice President,Unaffiliated,PHILLIPS,Evan McMullin / Nathan Johnson,9,0.00%,,
President/Vice President,Unaffiliated,PITKIN,Evan McMullin / Nathan Johnson,42,0.00%,,
President/Vice President,Unaffiliated,PROWERS,Evan McMullin / Nathan Johnson,48,0.00%,,
President/Vice President,Unaffiliated,PUEBLO,Evan McMullin / Nathan Johnson,441,0.02%,,
President/Vice President,Unaffiliated,RIO BLANCO,Evan McMullin / Nathan Johnson,52,0.00%,,
President/Vice President,Unaffiliated,RIO GRANDE,Evan McMullin / Nathan Johnson,47,0.00%,,
President/Vice President,Unaffiliated,ROUTT,Evan McMullin / Nathan Johnson,117,0.00%,,
President/Vice President,Unaffiliated,SAGUACHE,Evan McMullin / Nathan Johnson,14,0.00%,,
President/Vice President,Unaffiliated,SAN JUAN,Evan McMullin / Nathan Johnson,2,0.00%,,
President/Vice President,Unaffiliated,SAN MIGUEL,Evan McMullin / Nathan Johnson,15,0.00%,,
President/Vice President,Unaffiliated,SEDGWICK,Evan McMullin / Nathan Johnson,12,0.00%,,
President/Vice President,Unaffiliated,SUMMIT,Evan McMullin / Nathan Johnson,113,0.00%,,
President/Vice President,Unaffiliated,TELLER,Evan McMullin / Nathan Johnson,121,0.00%,,
President/Vice President,Unaffiliated,WASHINGTON,Evan McMullin / Nathan Johnson,16,0.00%,,
President/Vice President,Unaffiliated,WELD,Evan McMullin / Nathan Johnson,"1,615",0.06%,,
President/Vice President,Unaffiliated,YUMA,Evan McMullin / Nathan Johnson,33,0.00%,,
President/Vice President,Unaffiliated,,Evan McMullin / Nathan Johnson TOTAL,"28,917",1.04%,,
President/Vice President,Unaffiliated,ADAMS,Ryan Alan Scott / Bruce Kendall Barnard,73,0.00%,,
President/Vice President,Unaffiliated,ALAMOSA,Ryan Alan Scott / Bruce Kendall Barnard,6,0.00%,,
President/Vice President,Unaffiliated,ARAPAHOE,Ryan Alan Scott / Bruce Kendall Barnard,88,0.00%,,
President/Vice President,Unaffiliated,ARCHULETA,Ryan Alan Scott / Bruce Kendall Barnard,0,0.00%,,
President/Vice President,Unaffiliated,BACA,Ryan Alan Scott / Bruce Kendall Barnard,1,0.00%,,
President/Vice President,Unaffiliated,BENT,Ryan Alan Scott / Bruce Kendall Barnard,3,0.00%,,
President/Vice President,Unaffiliated,BOULDER,Ryan Alan Scott / Bruce Kendall Barnard,24,0.00%,,
President/Vice President,Unaffiliated,BROOMFIELD,Ryan Alan Scott / Bruce Kendall Barnard,9,0.00%,,
President/Vice President,Unaffiliated,CHAFFEE,Ryan Alan Scott / Bruce Kendall Barnard,2,0.00%,,
President/Vice President,Unaffiliated,CHEYENNE,Ryan Alan Scott / Bruce Kendall Barnard,0,0.00%,,
President/Vice President,Unaffiliated,CLEAR CREEK,Ryan Alan Scott / Bruce Kendall Barnard,1,0.00%,,
President/Vice President,Unaffiliated,CONEJOS,Ryan Alan Scott / Bruce Kendall Barnard,0,0.00%,,
President/Vice President,Unaffiliated,COSTILLA,Ryan Alan Scott / Bruce Kendall Barnard,0,0.00%,,
President/Vice President,Unaffiliated,CROWLEY,Ryan Alan Scott / Bruce Kendall Barnard,1,0.00%,,
President/Vice President,Unaffiliated,CUSTER,Ryan Alan Scott / Bruce Kendall Barnard,0,0.00%,,
President/Vice President,Unaffiliated,DELTA,Ryan Alan Scott / Bruce Kendall Barnard,6,0.00%,,
President/Vice President,Unaffiliated,DENVER,Ryan Alan Scott / Bruce Kendall Barnard,49,0.00%,,
President/Vice President,Unaffiliated,DOLORES,Ryan Alan Scott / Bruce Kendall Barnard,0,0.00%,,
President/Vice President,Unaffiliated,DOUGLAS,Ryan Alan Scott / Bruce Kendall Barnard,40,0.00%,,
President/Vice President,Unaffiliated,EAGLE,Ryan Alan Scott / Bruce Kendall Barnard,2,0.00%,,
President/Vice President,Unaffiliated,ELBERT,Ryan Alan Scott / Bruce Kendall Barnard,1,0.00%,,
President/Vice President,Unaffiliated,EL PASO,Ryan Alan Scott / Bruce Kendall Barnard,87,0.00%,,
President/Vice President,Unaffiliated,FREMONT,Ryan Alan Scott / Bruce Kendall Barnard,9,0.00%,,
President/Vice President,Unaffiliated,GARFIELD,Ryan Alan Scott / Bruce Kendall Barnard,7,0.00%,,
President/Vice President,Unaffiliated,GILPIN,Ryan Alan Scott / Bruce Kendall Barnard,2,0.00%,,
President/Vice President,Unaffiliated,GRAND,Ryan Alan Scott / Bruce Kendall Barnard,4,0.00%,,
President/Vice President,Unaffiliated,GUNNISON,Ryan Alan Scott / Bruce Kendall Barnard,2,0.00%,,
President/Vice President,Unaffiliated,HINSDALE,Ryan Alan Scott / Bruce Kendall Barnard,0,0.00%,,
President/Vice President,Unaffiliated,HUERFANO,Ryan Alan Scott / Bruce Kendall Barnard,5,0.00%,,
President/Vice President,Unaffiliated,JACKSON,Ryan Alan Scott / Bruce Kendall Barnard,0,0.00%,,
President/Vice President,Unaffiliated,JEFFERSON,Ryan Alan Scott / Bruce Kendall Barnard,112,0.00%,,
President/Vice President,Unaffiliated,KIOWA,Ryan Alan Scott / Bruce Kendall Barnard,1,0.00%,,
President/Vice President,Unaffiliated,KIT CARSON,Ryan Alan Scott / Bruce Kendall Barnard,1,0.00%,,
President/Vice President,Unaffiliated,LAKE,Ryan Alan Scott / Bruce Kendall Barnard,3,0.00%,,
President/Vice President,Unaffiliated,LA PLATA,Ryan Alan Scott / Bruce Kendall Barnard,3,0.00%,,
President/Vice President,Unaffiliated,LARIMER,Ryan Alan Scott / Bruce Kendall Barnard,45,0.00%,,
President/Vice President,Unaffiliated,LAS ANIMAS,Ryan Alan Scott / Bruce Kendall Barnard,7,0.00%,,
President/Vice President,Unaffiliated,LINCOLN,Ryan Alan Scott / Bruce Kendall Barnard,1,0.00%,,
President/Vice President,Unaffiliated,LOGAN,Ryan Alan Scott / Bruce Kendall Barnard,2,0.00%,,
President/Vice President,Unaffiliated,MESA,Ryan Alan Scott / Bruce Kendall Barnard,25,0.00%,,
President/Vice President,Unaffiliated,MINERAL,Ryan Alan Scott / Bruce Kendall Barnard,0,0.00%,,
President/Vice President,Unaffiliated,MOFFAT,Ryan Alan Scott / Bruce Kendall Barnard,4,0.00%,,
President/Vice President,Unaffiliated,MONTEZUMA,Ryan Alan Scott / Bruce Kendall Barnard,5,0.00%,,
President/Vice President,Unaffiliated,MONTROSE,Ryan Alan Scott / Bruce Kendall Barnard,5,0.00%,,
President/Vice President,Unaffiliated,MORGAN,Ryan Alan Scott / Bruce Kendall Barnard,7,0.00%,,
President/Vice President,Unaffiliated,OTERO,Ryan Alan Scott / Bruce Kendall Barnard,7,0.00%,,
President/Vice President,Unaffiliated,OURAY,Ryan Alan Scott / Bruce Kendall Barnard,1,0.00%,,
President/Vice President,Unaffiliated,PARK,Ryan Alan Scott / Bruce Kendall Barnard,4,0.00%,,
President/Vice President,Unaffiliated,PHILLIPS,Ryan Alan Scott / Bruce Kendall Barnard,2,0.00%,,
President/Vice President,Unaffiliated,PITKIN,Ryan Alan Scott / Bruce Kendall Barnard,0,0.00%,,
President/Vice President,Unaffiliated,PROWERS,Ryan Alan Scott / Bruce Kendall Barnard,5,0.00%,,
President/Vice President,Unaffiliated,PUEBLO,Ryan Alan Scott / Bruce Kendall Barnard,32,0.00%,,
President/Vice President,Unaffiliated,RIO BLANCO,Ryan Alan Scott / Bruce Kendall Barnard,1,0.00%,,
President/Vice President,Unaffiliated,RIO GRANDE,Ryan Alan Scott / Bruce Kendall Barnard,2,0.00%,,
President/Vice President,Unaffiliated,ROUTT,Ryan Alan Scott / Bruce Kendall Barnard,3,0.00%,,
