OFFICE / BALLOT ISSUE,PARTY,COUNTY,CANDIDATE / BALLOT ISSUE TITLE,YES VOTES,YES PERCENT,NO VOTES,NO PERCENT
Regional Transportation District - District M,,JEFFERSON,Natalie Menten,"37,275",51.51%,,
Regional Transportation District - District M,,,Natalie Menten TOTAL,"37,275",51.51%,,
Supreme Court,,ADAMS,William Hood,102223,4.73%,51891,2.40%
Supreme Court,,ALAMOSA,William Hood,4131,0.19%,1663,0.08%
Supreme Court,,ARAPAHOE,William Hood,170877,7.90%,65774,3.04%
Supreme Court,,ARCHULETA,William Hood,3439,0.16%,1811,0.08%
Supreme Court,,BACA,William Hood,963,0.04%,748,0.03%
Supreme Court,,BENT,William Hood,1066,0.05%,572,0.03%
Supreme Court,,BOULDER,William Hood,109608,5.07%,27140,1.26%
Supreme Court,,BROOMFIELD,William Hood,21819,1.01%,7730,0.36%
Supreme Court,,CHAFFEE,William Hood,5828,0.27%,2516,0.12%
Supreme Court,,CHEYENNE,William Hood,451,0.02%,432,0.02%
Supreme Court,,CLEAR CREEK,William Hood,3185,0.15%,1453,0.07%
Supreme Court,,CONEJOS,William Hood,2261,0.10%,1180,0.05%
Supreme Court,,COSTILLA,William Hood,950,0.04%,456,0.02%
Supreme Court,,CROWLEY,William Hood,810,0.04%,488,0.02%
Supreme Court,,CUSTER,William Hood,1435,0.07%,933,0.04%
Supreme Court,,DELTA,William Hood,8599,0.40%,5349,0.25%
Supreme Court,,DENVER,William Hood,190539,8.81%,52362,2.42%
Supreme Court,,DOLORES,William Hood,555,0.03%,357,0.02%
Supreme Court,,DOUGLAS,William Hood,100349,4.64%,42438,1.96%
Supreme Court,,EAGLE,William Hood,13877,0.64%,4053,0.19%
Supreme Court,,ELBERT,William Hood,7665,0.35%,5540,0.26%
Supreme Court,,EL PASO,William Hood,172541,7.98%,81442,3.77%
Supreme Court,,FREMONT,William Hood,11335,0.52%,7069,0.33%
Supreme Court,,GARFIELD,William Hood,14853,0.69%,5656,0.26%
Supreme Court,,GILPIN,William Hood,1822,0.08%,1030,0.05%
Supreme Court,,GRAND,William Hood,4419,0.20%,1810,0.08%
Supreme Court,,GUNNISON,William Hood,4960,0.23%,1823,0.08%
Supreme Court,,HINSDALE,William Hood,254,0.01%,129,0.01%
Supreme Court,,HUERFANO,William Hood,2020,0.09%,1052,0.05%
Supreme Court,,JACKSON,William Hood,391,0.02%,200,0.01%
Supreme Court,,JEFFERSON,William Hood,182926,8.46%,77682,3.59%
Supreme Court,,KIOWA,William Hood,334,0.02%,314,0.01%
Supreme Court,,KIT CARSON,William Hood,1648,0.08%,1257,0.06%
Supreme Court,,LAKE,William Hood,1652,0.08%,776,0.04%
Supreme Court,,LA PLATA,William Hood,16308,0.75%,5588,0.26%
Supreme Court,,LARIMER,William Hood,108234,5.01%,41113,1.90%
Supreme Court,,LAS ANIMAS,William Hood,3732,0.17%,1891,0.09%
Supreme Court,,LINCOLN,William Hood,1194,0.06%,758,0.04%
Supreme Court,,LOGAN,William Hood,5120,0.24%,2927,0.14%
Supreme Court,,MESA,William Hood,44007,2.04%,19327,0.89%
Supreme Court,,MINERAL,William Hood,329,0.02%,161,0.01%
Supreme Court,,MOFFAT,William Hood,3140,0.15%,2134,0.10%
Supreme Court,,MONTEZUMA,William Hood,6523,0.30%,3616,0.17%
Supreme Court,,MONTROSE,William Hood,10650,0.49%,6147,0.28%
Supreme Court,,MORGAN,William Hood,6567,0.30%,3582,0.17%
Supreme Court,,OTERO,William Hood,5169,0.24%,2356,0.11%
Supreme Court,,OURAY,William Hood,1817,0.08%,705,0.03%
Supreme Court,,PARK,William Hood,5209,0.24%,3150,0.15%
Supreme Court,,PHILLIPS,William Hood,1175,0.05%,588,0.03%
Supreme Court,,PITKIN,William Hood,5936,0.27%,1308,0.06%
Supreme Court,,PROWERS,William Hood,2557,0.12%,1499,0.07%
Supreme Court,,PUEBLO,William Hood,48438,2.24%,21725,1.00%
Supreme Court,,RIO BLANCO,William Hood,1466,0.07%,1034,0.05%
Supreme Court,,RIO GRANDE,William Hood,3179,0.15%,1463,0.07%
Supreme Court,,ROUTT,William Hood,7499,0.35%,2185,0.10%
Supreme Court,,SAGUACHE,William Hood,1457,0.07%,727,0.03%
Supreme Court,,SAN JUAN,William Hood,228,0.01%,102,0.00%
Supreme Court,,SAN MIGUEL,William Hood,2194,0.10%,735,0.03%
Supreme Court,,SEDGWICK,William Hood,711,0.03%,367,0.02%
Supreme Court,,SUMMIT,William Hood,8903,0.41%,2612,0.12%
Supreme Court,,TELLER,William Hood,7122,0.33%,4185,0.19%
Supreme Court,,WASHINGTON,William Hood,1286,0.06%,850,0.04%
Supreme Court,,WELD,William Hood,72161,3.34%,37920,1.75%
Supreme Court,,YUMA,William Hood,2501,0.12%,1440,0.07%
Supreme Court,,,William Hood TOTAL,1534597,70.98%,627321,29.02%
Court of Appeals,,ADAMS,Karen M. Ashby,100261,4.70%,53684,2.52%
Court of Appeals,,ALAMOSA,Karen M. Ashby,3977,0.19%,1696,0.08%
Court of Appeals,,ARAPAHOE,Karen M. Ashby,165304,7.75%,68390,3.21%
Court of Appeals,,ARCHULETA,Karen M. Ashby,3449,0.16%,1828,0.09%
Court of Appeals,,BACA,Karen M. Ashby,937,0.04%,767,0.04%
Court of Appeals,,BENT,Karen M. Ashby,1056,0.05%,571,0.03%
Court of Appeals,,BOULDER,Karen M. Ashby,106405,4.99%,27915,1.31%
Court of Appeals,,BROOMFIELD,Karen M. Ashby,21214,0.99%,8228,0.39%
Court of Appeals,,CHAFFEE,Karen M. Ashby,5648,0.26%,2596,0.12%
Court of Appeals,,CHEYENNE,Karen M. Ashby,425,0.02%,423,0.02%
Court of Appeals,,CLEAR CREEK,Karen M. Ashby,3014,0.14%,1537,0.07%
Court of Appeals,,CONEJOS,Karen M. Ashby,2195,0.10%,1201,0.06%
Court of Appeals,,COSTILLA,Karen M. Ashby,919,0.04%,456,0.02%
Court of Appeals,,CROWLEY,Karen M. Ashby,770,0.04%,522,0.02%
Court of Appeals,,CUSTER,Karen M. Ashby,1399,0.07%,923,0.04%
Court of Appeals,,DELTA,Karen M. Ashby,8218,0.39%,5493,0.26%
Court of Appeals,,DENVER,Karen M. Ashby,180306,8.45%,53631,2.51%
Court of Appeals,,DOLORES,Karen M. Ashby,482,0.02%,383,0.02%
Court of Appeals,,DOUGLAS,Karen M. Ashby,95052,4.46%,45778,2.15%
Court of Appeals,,EAGLE,Karen M. Ashby,13260,0.62%,4235,0.20%
Court of Appeals,,ELBERT,Karen M. Ashby,7142,0.33%,5655,0.27%
Court of Appeals,,EL PASO,Karen M. Ashby,165465,7.76%,86733,4.07%
Court of Appeals,,FREMONT,Karen M. Ashby,10749,0.50%,7328,0.34%
Court of Appeals,,GARFIELD,Karen M. Ashby,14199,0.67%,6020,0.28%
Court of Appeals,,GILPIN,Karen M. Ashby,1729,0.08%,1087,0.05%
Court of Appeals,,GRAND,Karen M. Ashby,4243,0.20%,1880,0.09%
Court of Appeals,,GUNNISON,Karen M. Ashby,4818,0.23%,1876,0.09%
Court of Appeals,,HINSDALE,Karen M. Ashby,239,0.01%,134,0.01%
Court of Appeals,,HUERFANO,Karen M. Ashby,2043,0.10%,1055,0.05%
Court of Appeals,,JACKSON,Karen M. Ashby,372,0.02%,203,0.01%
Court of Appeals,,JEFFERSON,Karen M. Ashby,178192,8.35%,83212,3.90%
Court of Appeals,,KIOWA,Karen M. Ashby,322,0.02%,321,0.02%
Court of Appeals,,KIT CARSON,Karen M. Ashby,1517,0.07%,1298,0.06%
Court of Appeals,,LAKE,Karen M. Ashby,1643,0.08%,751,0.04%
Court of Appeals,,LA PLATA,Karen M. Ashby,15919,0.75%,5806,0.27%
Court of Appeals,,LARIMER,Karen M. Ashby,104818,4.91%,42941,2.01%
Court of Appeals,,LAS ANIMAS,Karen M. Ashby,3703,0.17%,1873,0.09%
Court of Appeals,,LINCOLN,Karen M. Ashby,1113,0.05%,796,0.04%
Court of Appeals,,LOGAN,Karen M. Ashby,4903,0.23%,3037,0.14%
Court of Appeals,,MESA,Karen M. Ashby,42173,1.98%,20434,0.96%
Court of Appeals,,MINERAL,Karen M. Ashby,323,0.02%,161,0.01%
Court of Appeals,,MOFFAT,Karen M. Ashby,3056,0.14%,2151,0.10%
Court of Appeals,,MONTEZUMA,Karen M. Ashby,6394,0.30%,3711,0.17%
Court of Appeals,,MONTROSE,Karen M. Ashby,10049,0.47%,6351,0.30%
Court of Appeals,,MORGAN,Karen M. Ashby,6375,0.30%,3639,0.17%
Court of Appeals,,OTERO,Karen M. Ashby,4897,0.23%,2568,0.12%
Court of Appeals,,OURAY,Karen M. Ashby,1787,0.08%,678,0.03%
Court of Appeals,,PARK,Karen M. Ashby,4977,0.23%,3312,0.16%
Court of Appeals,,PHILLIPS,Karen M. Ashby,1129,0.05%,581,0.03%
Court of Appeals,,PITKIN,Karen M. Ashby,5716,0.27%,1420,0.07%
Court of Appeals,,PROWERS,Karen M. Ashby,2507,0.12%,1491,0.07%
Court of Appeals,,PUEBLO,Karen M. Ashby,45812,2.15%,21498,1.01%
Court of Appeals,,RIO BLANCO,Karen M. Ashby,1408,0.07%,1053,0.05%
Court of Appeals,,RIO GRANDE,Karen M. Ashby,3106,0.15%,1501,0.07%
Court of Appeals,,ROUTT,Karen M. Ashby,7215,0.34%,2301,0.11%
Court of Appeals,,SAGUACHE,Karen M. Ashby,1411,0.07%,741,0.03%
Court of Appeals,,SAN JUAN,Karen M. Ashby,220,0.01%,99,0.00%
Court of Appeals,,SAN MIGUEL,Karen M. Ashby,2198,0.10%,643,0.03%
Court of Appeals,,SEDGWICK,Karen M. Ashby,694,0.03%,369,0.02%
Court of Appeals,,SUMMIT,Karen M. Ashby,8621,0.40%,2693,0.13%
Court of Appeals,,TELLER,Karen M. Ashby,6616,0.31%,4409,0.21%
Court of Appeals,,WASHINGTON,Karen M. Ashby,1219,0.06%,906,0.04%
Court of Appeals,,WELD,Karen M. Ashby,69413,3.25%,39495,1.85%
Court of Appeals,,YUMA,Karen M. Ashby,2386,0.11%,1478,0.07%
Court of Appeals,,,Karen M. Ashby TOTAL,1477122,69.25%,655946,30.75%
Court of Appeals,,ADAMS,Michael H. Berger,97996,4.64%,54696,2.59%
Court of Appeals,,ALAMOSA,Michael H. Berger,3864,0.18%,1730,0.08%
Court of Appeals,,ARAPAHOE,Michael H. Berger,161602,7.65%,69719,3.30%
Court of Appeals,,ARCHULETA,Michael H. Berger,3469,0.16%,1872,0.09%
Court of Appeals,,BACA,Michael H. Berger,943,0.04%,743,0.04%
Court of Appeals,,BENT,Michael H. Berger,1033,0.05%,576,0.03%
Court of Appeals,,BOULDER,Michael H. Berger,103881,4.92%,28030,1.33%
Court of Appeals,,BROOMFIELD,Michael H. Berger,21183,1.00%,8116,0.38%
Court of Appeals,,CHAFFEE,Michael H. Berger,5615,0.27%,2549,0.12%
Court of Appeals,,CHEYENNE,Michael H. Berger,423,0.02%,416,0.02%
Court of Appeals,,CLEAR CREEK,Michael H. Berger,2986,0.14%,1527,0.07%
Court of Appeals,,CONEJOS,Michael H. Berger,2165,0.10%,1203,0.06%
Court of Appeals,,COSTILLA,Michael H. Berger,893,0.04%,471,0.02%
Court of Appeals,,CROWLEY,Michael H. Berger,793,0.04%,490,0.02%
Court of Appeals,,CUSTER,Michael H. Berger,1370,0.06%,914,0.04%
Court of Appeals,,DELTA,Michael H. Berger,8160,0.39%,5392,0.26%
Court of Appeals,,DENVER,Michael H. Berger,173604,8.22%,56921,2.70%
Court of Appeals,,DOLORES,Michael H. Berger,496,0.02%,356,0.02%
Court of Appeals,,DOUGLAS,Michael H. Berger,95381,4.52%,44190,2.09%
Court of Appeals,,EAGLE,Michael H. Berger,12931,0.61%,4332,0.21%
Court of Appeals,,ELBERT,Michael H. Berger,7258,0.34%,5490,0.26%
Court of Appeals,,EL PASO,Michael H. Berger,164472,7.79%,85955,4.07%
Court of Appeals,,FREMONT,Michael H. Berger,10789,0.51%,7140,0.34%
Court of Appeals,,GARFIELD,Michael H. Berger,14142,0.67%,5876,0.28%
Court of Appeals,,GILPIN,Michael H. Berger,1714,0.08%,1084,0.05%
Court of Appeals,,GRAND,Michael H. Berger,4193,0.20%,1853,0.09%
Court of Appeals,,GUNNISON,Michael H. Berger,4688,0.22%,1914,0.09%
Court of Appeals,,HINSDALE,Michael H. Berger,230,0.01%,128,0.01%
Court of Appeals,,HUERFANO,Michael H. Berger,1976,0.09%,1074,0.05%
Court of Appeals,,JACKSON,Michael H. Berger,375,0.02%,192,0.01%
Court of Appeals,,JEFFERSON,Michael H. Berger,176564,8.36%,82780,3.92%
Court of Appeals,,KIOWA,Michael H. Berger,333,0.02%,298,0.01%
Court of Appeals,,KIT CARSON,Michael H. Berger,1517,0.07%,1276,0.06%
Court of Appeals,,LAKE,Michael H. Berger,1608,0.08%,761,0.04%
Court of Appeals,,LA PLATA,Michael H. Berger,15416,0.73%,5749,0.27%
Court of Appeals,,LARIMER,Michael H. Berger,103905,4.92%,42571,2.02%
Court of Appeals,,LAS ANIMAS,Michael H. Berger,3624,0.17%,1900,0.09%
Court of Appeals,,LINCOLN,Michael H. Berger,1128,0.05%,764,0.04%
Court of Appeals,,LOGAN,Michael H. Berger,4890,0.23%,2984,0.14%
Court of Appeals,,MESA,Michael H. Berger,42053,1.99%,19983,0.95%
Court of Appeals,,MINERAL,Michael H. Berger,320,0.02%,158,0.01%
Court of Appeals,,MOFFAT,Michael H. Berger,3015,0.14%,2163,0.10%
Court of Appeals,,MONTEZUMA,Michael H. Berger,6238,0.30%,3728,0.18%
Court of Appeals,,MONTROSE,Michael H. Berger,10025,0.47%,6192,0.29%
Court of Appeals,,MORGAN,Michael H. Berger,6280,0.30%,3655,0.17%
Court of Appeals,,OTERO,Michael H. Berger,4970,0.24%,2404,0.11%
Court of Appeals,,OURAY,Michael H. Berger,1788,0.08%,640,0.03%
Court of Appeals,,PARK,Michael H. Berger,4942,0.23%,3280,0.16%
Court of Appeals,,PHILLIPS,Michael H. Berger,1129,0.05%,562,0.03%
Court of Appeals,,PITKIN,Michael H. Berger,5647,0.27%,1378,0.07%
Court of Appeals,,PROWERS,Michael H. Berger,2491,0.12%,1464,0.07%
Court of Appeals,,PUEBLO,Michael H. Berger,44933,2.13%,21792,1.03%
Court of Appeals,,RIO BLANCO,Michael H. Berger,1408,0.07%,1033,0.05%
Court of Appeals,,RIO GRANDE,Michael H. Berger,3083,0.15%,1492,0.07%
Court of Appeals,,ROUTT,Michael H. Berger,7136,0.34%,2236,0.11%
Court of Appeals,,SAGUACHE,Michael H. Berger,1360,0.06%,758,0.04%
Court of Appeals,,SAN JUAN,Michael H. Berger,206,0.01%,109,0.01%
Court of Appeals,,SAN MIGUEL,Michael H. Berger,2125,0.10%,650,0.03%
Court of Appeals,,SEDGWICK,Michael H. Berger,689,0.03%,365,0.02%
Court of Appeals,,SUMMIT,Michael H. Berger,8410,0.40%,2696,0.13%
Court of Appeals,,TELLER,Michael H. Berger,6701,0.32%,4270,0.20%
Court of Appeals,,WASHINGTON,Michael H. Berger,1212,0.06%,882,0.04%
Court of Appeals,,WELD,Michael H. Berger,68935,3.26%,38951,1.84%
Court of Appeals,,YUMA,Michael H. Berger,2370,0.11%,1484,0.07%
Court of Appeals,,,Michael H. Berger TOTAL,1455076,68.91%,656357,31.09%
Court of Appeals,,ADAMS,Steven L. Bernard,91255,4.34%,61199,2.91%
Court of Appeals,,ALAMOSA,Steven L. Bernard,3670,0.17%,1908,0.09%
Court of Appeals,,ARAPAHOE,Steven L. Bernard,146704,6.98%,83930,3.99%
Court of Appeals,,ARCHULETA,Steven L. Bernard,3197,0.15%,2020,0.10%
Court of Appeals,,BACA,Steven L. Bernard,891,0.04%,792,0.04%
Court of Appeals,,BENT,Steven L. Bernard,1013,0.05%,606,0.03%
Court of Appeals,,BOULDER,Steven L. Bernard,90525,4.31%,40172,1.91%
Court of Appeals,,BROOMFIELD,Steven L. Bernard,19345,0.92%,9880,0.47%
Court of Appeals,,CHAFFEE,Steven L. Bernard,5085,0.24%,3056,0.15%
Court of Appeals,,CHEYENNE,Steven L. Bernard,412,0.02%,425,0.02%
Court of Appeals,,CLEAR CREEK,Steven L. Bernard,2706,0.13%,1788,0.09%
Court of Appeals,,CONEJOS,Steven L. Bernard,2124,0.10%,1249,0.06%
Court of Appeals,,COSTILLA,Steven L. Bernard,867,0.04%,484,0.02%
Court of Appeals,,CROWLEY,Steven L. Bernard,774,0.04%,505,0.02%
Court of Appeals,,CUSTER,Steven L. Bernard,1295,0.06%,989,0.05%
Court of Appeals,,DELTA,Steven L. Bernard,7435,0.35%,6074,0.29%
Court of Appeals,,DENVER,Steven L. Bernard,154174,7.33%,74672,3.55%
Court of Appeals,,DOLORES,Steven L. Bernard,440,0.02%,410,0.02%
Court of Appeals,,DOUGLAS,Steven L. Bernard,88122,4.19%,51023,2.43%
Court of Appeals,,EAGLE,Steven L. Bernard,12009,0.57%,5184,0.25%
Court of Appeals,,ELBERT,Steven L. Bernard,6931,0.33%,5778,0.27%
Court of Appeals,,EL PASO,Steven L. Bernard,154919,7.37%,94806,4.51%
Court of Appeals,,FREMONT,Steven L. Bernard,10144,0.48%,7708,0.37%
Court of Appeals,,GARFIELD,Steven L. Bernard,13040,0.62%,6924,0.33%
Court of Appeals,,GILPIN,Steven L. Bernard,1493,0.07%,1297,0.06%
Court of Appeals,,GRAND,Steven L. Bernard,3824,0.18%,2199,0.10%
Court of Appeals,,GUNNISON,Steven L. Bernard,4202,0.20%,2386,0.11%
Court of Appeals,,HINSDALE,Steven L. Bernard,220,0.01%,142,0.01%
Court of Appeals,,HUERFANO,Steven L. Bernard,1903,0.09%,1169,0.06%
Court of Appeals,,JACKSON,Steven L. Bernard,341,0.02%,227,0.01%
Court of Appeals,,JEFFERSON,Steven L. Bernard,158264,7.53%,99934,4.75%
Court of Appeals,,KIOWA,Steven L. Bernard,316,0.02%,319,0.02%
Court of Appeals,,KIT CARSON,Steven L. Bernard,1474,0.07%,1304,0.06%
Court of Appeals,,LAKE,Steven L. Bernard,1470,0.07%,874,0.04%
Court of Appeals,,LA PLATA,Steven L. Bernard,14186,0.67%,6815,0.32%
Court of Appeals,,LARIMER,Steven L. Bernard,93278,4.44%,51602,2.45%
Court of Appeals,,LAS ANIMAS,Steven L. Bernard,3480,0.17%,1995,0.09%
Court of Appeals,,LINCOLN,Steven L. Bernard,1052,0.05%,833,0.04%
Court of Appeals,,LOGAN,Steven L. Bernard,4681,0.22%,3172,0.15%
Court of Appeals,,MESA,Steven L. Bernard,39789,1.89%,22074,1.05%
Court of Appeals,,MINERAL,Steven L. Bernard,305,0.01%,171,0.01%
Court of Appeals,,MOFFAT,Steven L. Bernard,2922,0.14%,2252,0.11%
Court of Appeals,,MONTEZUMA,Steven L. Bernard,5858,0.28%,4081,0.19%
Court of Appeals,,MONTROSE,Steven L. Bernard,9328,0.44%,6856,0.33%
Court of Appeals,,MORGAN,Steven L. Bernard,6060,0.29%,3823,0.18%
Court of Appeals,,OTERO,Steven L. Bernard,4832,0.23%,2561,0.12%
Court of Appeals,,OURAY,Steven L. Bernard,1552,0.07%,886,0.04%
Court of Appeals,,PARK,Steven L. Bernard,4595,0.22%,3610,0.17%
Court of Appeals,,PHILLIPS,Steven L. Bernard,1117,0.05%,575,0.03%
Court of Appeals,,PITKIN,Steven L. Bernard,5125,0.24%,1841,0.09%
Court of Appeals,,PROWERS,Steven L. Bernard,2404,0.11%,1546,0.07%
Court of Appeals,,PUEBLO,Steven L. Bernard,43076,2.05%,23641,1.12%
Court of Appeals,,RIO BLANCO,Steven L. Bernard,1351,0.06%,1077,0.05%
Court of Appeals,,RIO GRANDE,Steven L. Bernard,2941,0.14%,1626,0.08%
Court of Appeals,,ROUTT,Steven L. Bernard,6466,0.31%,2852,0.14%
Court of Appeals,,SAGUACHE,Steven L. Bernard,1248,0.06%,870,0.04%
Court of Appeals,,SAN JUAN,Steven L. Bernard,202,0.01%,108,0.01%
Court of Appeals,,SAN MIGUEL,Steven L. Bernard,1805,0.09%,974,0.05%
Court of Appeals,,SEDGWICK,Steven L. Bernard,675,0.03%,373,0.02%
Court of Appeals,,SUMMIT,Steven L. Bernard,7601,0.36%,3428,0.16%
Court of Appeals,,TELLER,Steven L. Bernard,6355,0.30%,4566,0.22%
Court of Appeals,,WASHINGTON,Steven L. Bernard,1207,0.06%,887,0.04%
Court of Appeals,,WELD,Steven L. Bernard,65286,3.11%,42439,2.02%
Court of Appeals,,YUMA,Steven L. Bernard,2330,0.11%,1496,0.07%
Court of Appeals,,,Steven L. Bernard TOTAL,1331691,63.35%,770463,36.65%
Court of Appeals,,ADAMS,Stephanie E. Dunn,101202,4.81%,51341,2.44%
Court of Appeals,,ALAMOSA,Stephanie E. Dunn,3928,0.19%,1566,0.07%
Court of Appeals,,ARAPAHOE,Stephanie E. Dunn,167812,7.97%,63558,3.02%
Court of Appeals,,ARCHULETA,Stephanie E. Dunn,3562,0.17%,1740,0.08%
Court of Appeals,,BACA,Stephanie E. Dunn,950,0.05%,738,0.04%
Court of Appeals,,BENT,Stephanie E. Dunn,1059,0.05%,555,0.03%
Court of Appeals,,BOULDER,Stephanie E. Dunn,105752,5.02%,25379,1.21%
Court of Appeals,,BROOMFIELD,Stephanie E. Dunn,21680,1.03%,7559,0.36%
Court of Appeals,,CHAFFEE,Stephanie E. Dunn,5665,0.27%,2484,0.12%
Court of Appeals,,CHEYENNE,Stephanie E. Dunn,425,0.02%,413,0.02%
Court of Appeals,,CLEAR CREEK,Stephanie E. Dunn,3078,0.15%,1418,0.07%
Court of Appeals,,CONEJOS,Stephanie E. Dunn,2247,0.11%,1132,0.05%
Court of Appeals,,COSTILLA,Stephanie E. Dunn,913,0.04%,440,0.02%
Court of Appeals,,CROWLEY,Stephanie E. Dunn,794,0.04%,484,0.02%
Court of Appeals,,CUSTER,Stephanie E. Dunn,1421,0.07%,863,0.04%
Court of Appeals,,DELTA,Stephanie E. Dunn,8380,0.40%,5129,0.24%
Court of Appeals,,DENVER,Stephanie E. Dunn,179727,8.54%,50080,2.38%
Court of Appeals,,DOLORES,Stephanie E. Dunn,478,0.02%,360,0.02%
Court of Appeals,,DOUGLAS,Stephanie E. Dunn,98642,4.69%,40527,1.92%
Court of Appeals,,EAGLE,Stephanie E. Dunn,13294,0.63%,3988,0.19%
Court of Appeals,,ELBERT,Stephanie E. Dunn,7517,0.36%,5222,0.25%
Court of Appeals,,EL PASO,Stephanie E. Dunn,170302,8.09%,79765,3.79%
Court of Appeals,,FREMONT,Stephanie E. Dunn,11046,0.52%,6835,0.32%
Court of Appeals,,GARFIELD,Stephanie E. Dunn,14389,0.68%,5605,0.27%
Court of Appeals,,GILPIN,Stephanie E. Dunn,1778,0.08%,1015,0.05%
Court of Appeals,,GRAND,Stephanie E. Dunn,4284,0.20%,1756,0.08%
Court of Appeals,,GUNNISON,Stephanie E. Dunn,4825,0.23%,1776,0.08%
Court of Appeals,,HINSDALE,Stephanie E. Dunn,232,0.01%,128,0.01%
Court of Appeals,,HUERFANO,Stephanie E. Dunn,1999,0.09%,982,0.05%
Court of Appeals,,JACKSON,Stephanie E. Dunn,371,0.02%,195,0.01%
Court of Appeals,,JEFFERSON,Stephanie E. Dunn,181698,8.63%,76938,3.65%
Court of Appeals,,KIOWA,Stephanie E. Dunn,328,0.02%,306,0.01%
Court of Appeals,,KIT CARSON,Stephanie E. Dunn,1537,0.07%,1246,0.06%
Court of Appeals,,LAKE,Stephanie E. Dunn,1630,0.08%,714,0.03%
Court of Appeals,,LA PLATA,Stephanie E. Dunn,15699,0.75%,5377,0.26%
Court of Appeals,,LARIMER,Stephanie E. Dunn,105902,5.03%,38812,1.84%
Court of Appeals,,LAS ANIMAS,Stephanie E. Dunn,3723,0.18%,1803,0.09%
Court of Appeals,,LINCOLN,Stephanie E. Dunn,1124,0.05%,758,0.04%
Court of Appeals,,LOGAN,Stephanie E. Dunn,4949,0.24%,2914,0.14%
Court of Appeals,,MESA,Stephanie E. Dunn,42596,2.02%,19240,0.91%
Court of Appeals,,MINERAL,Stephanie E. Dunn,320,0.02%,157,0.01%
Court of Appeals,,MOFFAT,Stephanie E. Dunn,3051,0.14%,2111,0.10%
Court of Appeals,,MONTEZUMA,Stephanie E. Dunn,6375,0.30%,3582,0.17%
Court of Appeals,,MONTROSE,Stephanie E. Dunn,10244,0.49%,5926,0.28%
Court of Appeals,,MORGAN,Stephanie E. Dunn,6391,0.30%,3526,0.17%
Court of Appeals,,OTERO,Stephanie E. Dunn,5127,0.24%,2261,0.11%
Court of Appeals,,OURAY,Stephanie E. Dunn,1827,0.09%,611,0.03%
Court of Appeals,,PARK,Stephanie E. Dunn,5117,0.24%,3092,0.15%
Court of Appeals,,PHILLIPS,Stephanie E. Dunn,1141,0.05%,548,0.03%
Court of Appeals,,PITKIN,Stephanie E. Dunn,5732,0.27%,1263,0.06%
Court of Appeals,,PROWERS,Stephanie E. Dunn,2556,0.12%,1412,0.07%
Court of Appeals,,PUEBLO,Stephanie E. Dunn,46041,2.19%,20797,0.99%
Court of Appeals,,RIO BLANCO,Stephanie E. Dunn,1435,0.07%,1005,0.05%
Court of Appeals,,RIO GRANDE,Stephanie E. Dunn,3130,0.15%,1432,0.07%
Court of Appeals,,ROUTT,Stephanie E. Dunn,7146,0.34%,2115,0.10%
Court of Appeals,,SAGUACHE,Stephanie E. Dunn,1389,0.07%,701,0.03%
Court of Appeals,,SAN JUAN,Stephanie E. Dunn,209,0.01%,103,0.00%
Court of Appeals,,SAN MIGUEL,Stephanie E. Dunn,2158,0.10%,617,0.03%
Court of Appeals,,SEDGWICK,Stephanie E. Dunn,698,0.03%,349,0.02%
Court of Appeals,,SUMMIT,Stephanie E. Dunn,8614,0.41%,2458,0.12%
Court of Appeals,,TELLER,Stephanie E. Dunn,6900,0.33%,4027,0.19%
Court of Appeals,,WASHINGTON,Stephanie E. Dunn,1232,0.06%,865,0.04%
Court of Appeals,,WELD,Stephanie E. Dunn,70705,3.36%,36897,1.75%
Court of Appeals,,YUMA,Stephanie E. Dunn,2444,0.12%,1395,0.07%
Court of Appeals,,,Stephanie E. Dunn TOTAL,1496920,71.10%,608391,28.90%
Court of Appeals,,ADAMS,David Furman,98517,4.70%,53743,2.56%
Court of Appeals,,ALAMOSA,David Furman,3865,0.18%,1706,0.08%
Court of Appeals,,ARAPAHOE,David Furman,162905,7.77%,67675,3.23%
Court of Appeals,,ARCHULETA,David Furman,3164,0.15%,1724,0.08%
Court of Appeals,,BACA,David Furman,938,0.04%,737,0.04%
Court of Appeals,,BENT,David Furman,1047,0.05%,558,0.03%
Court of Appeals,,BOULDER,David Furman,100541,4.79%,29598,1.41%
Court of Appeals,,BROOMFIELD,David Furman,21154,1.01%,8002,0.38%
Court of Appeals,,CHAFFEE,David Furman,5623,0.27%,2508,0.12%
Court of Appeals,,CHEYENNE,David Furman,439,0.02%,397,0.02%
Court of Appeals,,CLEAR CREEK,David Furman,3049,0.15%,1449,0.07%
Court of Appeals,,CONEJOS,David Furman,2208,0.11%,1151,0.05%
Court of Appeals,,COSTILLA,David Furman,875,0.04%,470,0.02%
Court of Appeals,,CROWLEY,David Furman,788,0.04%,493,0.02%
Court of Appeals,,CUSTER,David Furman,1465,0.07%,814,0.04%
Court of Appeals,,DELTA,David Furman,8280,0.39%,5196,0.25%
Court of Appeals,,DENVER,David Furman,168696,8.04%,59903,2.86%
Court of Appeals,,DOLORES,David Furman,488,0.02%,348,0.02%
Court of Appeals,,DOUGLAS,David Furman,100679,4.80%,37922,1.81%
Court of Appeals,,EAGLE,David Furman,12887,0.61%,4312,0.21%
