Office/Ballot Issue,Party,County,Candidate/Judge/Ballot Issue Title,Yes Votes/Percentage,No Votes/Percentage
"County Court, Mesa",,MESA,Craig Peter Henderson,"56,260","19,464"
"County Court, Mesa",,,Craig Peter Henderson Total Votes,"56,260","19,464"
"County Court, Mesa",,,Craig Peter Henderson Vote % (PASSED),74.30%,25.70%
"County Court, Mineral",,MINERAL,Ruth Acheson,572,125
"County Court, Mineral",,,Ruth Acheson Total Votes,572,125
"County Court, Mineral",,,Ruth Acheson Vote % (PASSED),82.07%,17.93%
"County Court, Montrose",,MONTROSE,Kurt Michael Beckenhauer,"14,191","5,789"
"County Court, Montrose",,,Kurt Michael Beckenhauer Total Votes,"14,191","5,789"
"County Court, Montrose",,,Kurt Michael Beckenhauer Vote % (PASSED),71.03%,28.97%
"County Court, Ouray",,OURAY,Zachary D. Martin,"2,837",482
"County Court, Ouray",,,Zachary D. Martin Total Votes,"2,837",482
"County Court, Ouray",,,Zachary D. Martin Vote % (PASSED),85.48%,14.52%
"County Court, Phillips",,PHILLIPS,Kimbra L. Killin,"2,002",312
"County Court, Phillips",,,Kimbra L. Killin Total Votes,"2,002",312
"County Court, Phillips",,,Kimbra L. Killin Vote % (PASSED),86.52%,13.48%
"County Court, Pueblo",,PUEBLO,Roberto A. Silva,"56,490","21,318"
"County Court, Pueblo",,,Roberto A. Silva Total Votes,"56,490","21,318"
"County Court, Pueblo",,,Roberto A. Silva Vote % (PASSED),72.60%,27.40%
"County Court, San Juan",,SAN JUAN,Anthony Douglas Edwards,461,54
"County Court, San Juan",,,Anthony Douglas Edwards Total Votes,461,54
"County Court, San Juan",,,Anthony Douglas Edwards Vote % (PASSED),89.51%,10.49%
"County Court, Sedgwick",,SEDGWICK,James Craig Dolezal,770,525
"County Court, Sedgwick",,,James Craig Dolezal Total Votes,770,525
"County Court, Sedgwick",,,James Craig Dolezal Vote % (PASSED),59.46%,40.54%
"County Court, Summit",,SUMMIT,Edward Jude Casias,"12,934","1,969"
"County Court, Summit",,,Edward Jude Casias Total Votes,"12,934","1,969"
"County Court, Summit",,,Edward Jude Casias Vote % (PASSED),86.79%,13.21%
"County Court, Yuma",,YUMA,Kristei Ray Jones,"3,389","1,099"
"County Court, Yuma",,,Kristei Ray Jones Total Votes,"3,389","1,099"
"County Court, Yuma",,,Kristei Ray Jones Vote % (PASSED),75.51%,24.49%
Amendment B (CONSTITUTIONAL),,ADAMS,Repeal Property Tax Assessment Rates,"125,053","96,590"
Amendment B (CONSTITUTIONAL),,ALAMOSA,Repeal Property Tax Assessment Rates,"4,438","3,024"
Amendment B (CONSTITUTIONAL),,ARAPAHOE,Repeal Property Tax Assessment Rates,"187,427","141,139"
Amendment B (CONSTITUTIONAL),,ARCHULETA,Repeal Property Tax Assessment Rates,"4,636","3,815"
Amendment B (CONSTITUTIONAL),,BACA,Repeal Property Tax Assessment Rates,984,"1,100"
Amendment B (CONSTITUTIONAL),,BENT,Repeal Property Tax Assessment Rates,"1,010","1,160"
Amendment B (CONSTITUTIONAL),,BOULDER,Repeal Property Tax Assessment Rates,"128,463","61,997"
Amendment B (CONSTITUTIONAL),,BROOMFIELD,Repeal Property Tax Assessment Rates,"24,489","19,062"
Amendment B (CONSTITUTIONAL),,CHAFFEE,Repeal Property Tax Assessment Rates,"7,635","5,359"
Amendment B (CONSTITUTIONAL),,CHEYENNE,Repeal Property Tax Assessment Rates,423,676
Amendment B (CONSTITUTIONAL),,CLEAR CREEK,Repeal Property Tax Assessment Rates,"3,510","2,694"
Amendment B (CONSTITUTIONAL),,CONEJOS,Repeal Property Tax Assessment Rates,"2,337","1,742"
Amendment B (CONSTITUTIONAL),,COSTILLA,Repeal Property Tax Assessment Rates,"1,141",761
Amendment B (CONSTITUTIONAL),,CROWLEY,Repeal Property Tax Assessment Rates,757,900
Amendment B (CONSTITUTIONAL),,CUSTER,Repeal Property Tax Assessment Rates,"1,656","1,795"
Amendment B (CONSTITUTIONAL),,DELTA,Repeal Property Tax Assessment Rates,"10,307","7,864"
Amendment B (CONSTITUTIONAL),,DENVER,Repeal Property Tax Assessment Rates,"228,737","106,847"
Amendment B (CONSTITUTIONAL),,DOLORES,Repeal Property Tax Assessment Rates,633,733
Amendment B (CONSTITUTIONAL),,DOUGLAS,Repeal Property Tax Assessment Rates,"108,900","109,129"
Amendment B (CONSTITUTIONAL),,EAGLE,Repeal Property Tax Assessment Rates,"17,406","9,829"
Amendment B (CONSTITUTIONAL),,ELBERT,Repeal Property Tax Assessment Rates,"7,963","10,150"
Amendment B (CONSTITUTIONAL),,EL PASO,Repeal Property Tax Assessment Rates,"193,307","164,762"
Amendment B (CONSTITUTIONAL),,FREMONT,Repeal Property Tax Assessment Rates,"13,009","11,325"
Amendment B (CONSTITUTIONAL),,GARFIELD,Repeal Property Tax Assessment Rates,"17,948","11,199"
Amendment B (CONSTITUTIONAL),,GILPIN,Repeal Property Tax Assessment Rates,"2,196","1,786"
Amendment B (CONSTITUTIONAL),,GRAND,Repeal Property Tax Assessment Rates,"5,300","3,999"
Amendment B (CONSTITUTIONAL),,GUNNISON,Repeal Property Tax Assessment Rates,"6,464","3,944"
Amendment B (CONSTITUTIONAL),,HINSDALE,Repeal Property Tax Assessment Rates,337,246
Amendment B (CONSTITUTIONAL),,HUERFANO,Repeal Property Tax Assessment Rates,"2,289","1,908"
Amendment B (CONSTITUTIONAL),,JACKSON,Repeal Property Tax Assessment Rates,340,480
Amendment B (CONSTITUTIONAL),,JEFFERSON,Repeal Property Tax Assessment Rates,"199,306","157,102"
Amendment B (CONSTITUTIONAL),,KIOWA,Repeal Property Tax Assessment Rates,353,484
Amendment B (CONSTITUTIONAL),,KIT CARSON,Repeal Property Tax Assessment Rates,"1,633","2,059"
Amendment B (CONSTITUTIONAL),,LAKE,Repeal Property Tax Assessment Rates,"2,242","1,492"
Amendment B (CONSTITUTIONAL),,LA PLATA,Repeal Property Tax Assessment Rates,"21,616","11,669"
Amendment B (CONSTITUTIONAL),,LARIMER,Repeal Property Tax Assessment Rates,"121,964","88,088"
Amendment B (CONSTITUTIONAL),,LAS ANIMAS,Repeal Property Tax Assessment Rates,"3,800","3,724"
Amendment B (CONSTITUTIONAL),,LINCOLN,Repeal Property Tax Assessment Rates,"1,201","1,346"
Amendment B (CONSTITUTIONAL),,LOGAN,Repeal Property Tax Assessment Rates,"4,648","5,252"
Amendment B (CONSTITUTIONAL),,MESA,Repeal Property Tax Assessment Rates,"45,407","40,160"
Amendment B (CONSTITUTIONAL),,MINERAL,Repeal Property Tax Assessment Rates,442,281
Amendment B (CONSTITUTIONAL),,MOFFAT,Repeal Property Tax Assessment Rates,"3,323","3,266"
Amendment B (CONSTITUTIONAL),,MONTEZUMA,Repeal Property Tax Assessment Rates,"8,061","6,671"
Amendment B (CONSTITUTIONAL),,MONTROSE,Repeal Property Tax Assessment Rates,"13,598","9,917"
Amendment B (CONSTITUTIONAL),,MORGAN,Repeal Property Tax Assessment Rates,"6,577","6,336"
Amendment B (CONSTITUTIONAL),,OTERO,Repeal Property Tax Assessment Rates,"4,451","4,713"
Amendment B (CONSTITUTIONAL),,OURAY,Repeal Property Tax Assessment Rates,"2,468","1,328"
Amendment B (CONSTITUTIONAL),,PARK,Repeal Property Tax Assessment Rates,"5,927","5,809"
Amendment B (CONSTITUTIONAL),,PHILLIPS,Repeal Property Tax Assessment Rates,"1,051","1,292"
Amendment B (CONSTITUTIONAL),,PITKIN,Repeal Property Tax Assessment Rates,"8,278","2,752"
Amendment B (CONSTITUTIONAL),,PROWERS,Repeal Property Tax Assessment Rates,"2,379","2,920"
Amendment B (CONSTITUTIONAL),,PUEBLO,Repeal Property Tax Assessment Rates,"47,833","36,488"
Amendment B (CONSTITUTIONAL),,RIO BLANCO,Repeal Property Tax Assessment Rates,"1,763","1,659"
Amendment B (CONSTITUTIONAL),,RIO GRANDE,Repeal Property Tax Assessment Rates,"3,319","2,709"
Amendment B (CONSTITUTIONAL),,ROUTT,Repeal Property Tax Assessment Rates,"10,107","5,515"
Amendment B (CONSTITUTIONAL),,SAGUACHE,Repeal Property Tax Assessment Rates,"1,834","1,320"
Amendment B (CONSTITUTIONAL),,SAN JUAN,Repeal Property Tax Assessment Rates,319,193
Amendment B (CONSTITUTIONAL),,SAN MIGUEL,Repeal Property Tax Assessment Rates,"3,477","1,306"
Amendment B (CONSTITUTIONAL),,SEDGWICK,Repeal Property Tax Assessment Rates,738,616
Amendment B (CONSTITUTIONAL),,SUMMIT,Repeal Property Tax Assessment Rates,"10,270","6,803"
Amendment B (CONSTITUTIONAL),,TELLER,Repeal Property Tax Assessment Rates,"7,934","8,115"
Amendment B (CONSTITUTIONAL),,WASHINGTON,Repeal Property Tax Assessment Rates,"1,351","1,525"
Amendment B (CONSTITUTIONAL),,WELD,Repeal Property Tax Assessment Rates,"81,212","73,885"
Amendment B (CONSTITUTIONAL),,YUMA,Repeal Property Tax Assessment Rates,"2,418","2,326"
Amendment B (CONSTITUTIONAL),,,Repeal Property Tax Assessment Rates Total Votes,"1,740,395","1,285,136"
Amendment B (CONSTITUTIONAL),,,Repeal Property Tax Assessment Rates Vote % (PASSED),57.52%,42.48%
Amendment C (CONSTITUTIONAL),,ADAMS,Bingo Raffles Allow Paid Help,"115,153","104,077"
Amendment C (CONSTITUTIONAL),,ALAMOSA,Bingo Raffles Allow Paid Help,"3,663","3,742"
Amendment C (CONSTITUTIONAL),,ARAPAHOE,Bingo Raffles Allow Paid Help,"172,823","153,453"
Amendment C (CONSTITUTIONAL),,ARCHULETA,Bingo Raffles Allow Paid Help,"3,551","4,727"
Amendment C (CONSTITUTIONAL),,BACA,Bingo Raffles Allow Paid Help,819,"1,246"
Amendment C (CONSTITUTIONAL),,BENT,Bingo Raffles Allow Paid Help,"1,041","1,126"
Amendment C (CONSTITUTIONAL),,BOULDER,Bingo Raffles Allow Paid Help,"114,704","75,071"
Amendment C (CONSTITUTIONAL),,BROOMFIELD,Bingo Raffles Allow Paid Help,"24,141","19,930"
Amendment C (CONSTITUTIONAL),,CHAFFEE,Bingo Raffles Allow Paid Help,"6,024","6,807"
Amendment C (CONSTITUTIONAL),,CHEYENNE,Bingo Raffles Allow Paid Help,533,558
Amendment C (CONSTITUTIONAL),,CLEAR CREEK,Bingo Raffles Allow Paid Help,"3,127","3,006"
Amendment C (CONSTITUTIONAL),,CONEJOS,Bingo Raffles Allow Paid Help,"1,543","2,466"
Amendment C (CONSTITUTIONAL),,COSTILLA,Bingo Raffles Allow Paid Help,865,951
Amendment C (CONSTITUTIONAL),,CROWLEY,Bingo Raffles Allow Paid Help,698,961
Amendment C (CONSTITUTIONAL),,CUSTER,Bingo Raffles Allow Paid Help,"1,157","2,241"
Amendment C (CONSTITUTIONAL),,DELTA,Bingo Raffles Allow Paid Help,"7,557","10,587"
Amendment C (CONSTITUTIONAL),,DENVER,Bingo Raffles Allow Paid Help,"223,784","135,969"
Amendment C (CONSTITUTIONAL),,DOLORES,Bingo Raffles Allow Paid Help,554,808
Amendment C (CONSTITUTIONAL),,DOUGLAS,Bingo Raffles Allow Paid Help,"110,389","105,892"
Amendment C (CONSTITUTIONAL),,EAGLE,Bingo Raffles Allow Paid Help,"14,688","12,045"
Amendment C (CONSTITUTIONAL),,ELBERT,Bingo Raffles Allow Paid Help,"8,108","9,905"
Amendment C (CONSTITUTIONAL),,EL PASO,Bingo Raffles Allow Paid Help,"173,630","182,711"
Amendment C (CONSTITUTIONAL),,FREMONT,Bingo Raffles Allow Paid Help,"10,690","13,471"
Amendment C (CONSTITUTIONAL),,GARFIELD,Bingo Raffles Allow Paid Help,"16,266","12,704"
Amendment C (CONSTITUTIONAL),,GILPIN,Bingo Raffles Allow Paid Help,"2,111","1,895"
Amendment C (CONSTITUTIONAL),,GRAND,Bingo Raffles Allow Paid Help,"4,331","4,867"
Amendment C (CONSTITUTIONAL),,GUNNISON,Bingo Raffles Allow Paid Help,"5,617","4,682"
Amendment C (CONSTITUTIONAL),,HINSDALE,Bingo Raffles Allow Paid Help,226,336
Amendment C (CONSTITUTIONAL),,HUERFANO,Bingo Raffles Allow Paid Help,"1,991","2,163"
Amendment C (CONSTITUTIONAL),,JACKSON,Bingo Raffles Allow Paid Help,321,494
Amendment C (CONSTITUTIONAL),,JEFFERSON,Bingo Raffles Allow Paid Help,"179,241","173,080"
Amendment C (CONSTITUTIONAL),,KIOWA,Bingo Raffles Allow Paid Help,367,489
Amendment C (CONSTITUTIONAL),,KIT CARSON,Bingo Raffles Allow Paid Help,"1,843","1,813"
Amendment C (CONSTITUTIONAL),,LAKE,Bingo Raffles Allow Paid Help,"1,909","1,801"
Amendment C (CONSTITUTIONAL),,LA PLATA,Bingo Raffles Allow Paid Help,"18,582","14,120"
Amendment C (CONSTITUTIONAL),,LARIMER,Bingo Raffles Allow Paid Help,"104,512","103,642"
Amendment C (CONSTITUTIONAL),,LAS ANIMAS,Bingo Raffles Allow Paid Help,"3,198","4,304"
Amendment C (CONSTITUTIONAL),,LINCOLN,Bingo Raffles Allow Paid Help,"1,091","1,419"
Amendment C (CONSTITUTIONAL),,LOGAN,Bingo Raffles Allow Paid Help,"4,674","5,272"
Amendment C (CONSTITUTIONAL),,MESA,Bingo Raffles Allow Paid Help,"37,155","47,852"
Amendment C (CONSTITUTIONAL),,MINERAL,Bingo Raffles Allow Paid Help,348,371
Amendment C (CONSTITUTIONAL),,MOFFAT,Bingo Raffles Allow Paid Help,"2,836","3,688"
Amendment C (CONSTITUTIONAL),,MONTEZUMA,Bingo Raffles Allow Paid Help,"6,847","7,749"
Amendment C (CONSTITUTIONAL),,MONTROSE,Bingo Raffles Allow Paid Help,"10,700","12,452"
Amendment C (CONSTITUTIONAL),,MORGAN,Bingo Raffles Allow Paid Help,"6,092","6,894"
Amendment C (CONSTITUTIONAL),,OTERO,Bingo Raffles Allow Paid Help,"4,099","5,086"
Amendment C (CONSTITUTIONAL),,OURAY,Bingo Raffles Allow Paid Help,"1,866","1,902"
Amendment C (CONSTITUTIONAL),,PARK,Bingo Raffles Allow Paid Help,"5,265","6,316"
Amendment C (CONSTITUTIONAL),,PHILLIPS,Bingo Raffles Allow Paid Help,"1,212","1,113"
Amendment C (CONSTITUTIONAL),,PITKIN,Bingo Raffles Allow Paid Help,"6,797","3,985"
Amendment C (CONSTITUTIONAL),,PROWERS,Bingo Raffles Allow Paid Help,"2,405","2,848"
Amendment C (CONSTITUTIONAL),,PUEBLO,Bingo Raffles Allow Paid Help,"40,768","43,027"
Amendment C (CONSTITUTIONAL),,RIO BLANCO,Bingo Raffles Allow Paid Help,"1,404","1,998"
Amendment C (CONSTITUTIONAL),,RIO GRANDE,Bingo Raffles Allow Paid Help,"2,550","3,369"
Amendment C (CONSTITUTIONAL),,ROUTT,Bingo Raffles Allow Paid Help,"8,194","7,284"
Amendment C (CONSTITUTIONAL),,SAGUACHE,Bingo Raffles Allow Paid Help,"1,554","1,589"
Amendment C (CONSTITUTIONAL),,SAN JUAN,Bingo Raffles Allow Paid Help,287,228
Amendment C (CONSTITUTIONAL),,SAN MIGUEL,Bingo Raffles Allow Paid Help,"2,825","1,856"
Amendment C (CONSTITUTIONAL),,SEDGWICK,Bingo Raffles Allow Paid Help,603,730
Amendment C (CONSTITUTIONAL),,SUMMIT,Bingo Raffles Allow Paid Help,"9,215","7,614"
Amendment C (CONSTITUTIONAL),,TELLER,Bingo Raffles Allow Paid Help,"6,695","9,260"
Amendment C (CONSTITUTIONAL),,WASHINGTON,Bingo Raffles Allow Paid Help,"1,226","1,625"
Amendment C (CONSTITUTIONAL),,WELD,Bingo Raffles Allow Paid Help,"78,385","78,301"
Amendment C (CONSTITUTIONAL),,YUMA,Bingo Raffles Allow Paid Help,"2,123","2,585"
Amendment C (CONSTITUTIONAL),,,Bingo Raffles Allow Paid Help Total Votes,"1,586,973","1,444,553"
Amendment C (CONSTITUTIONAL),,,Bingo Raffles Allow Paid Help Vote % (FAILED),52.35%,47.65%
Amendment 76 (CONSTITUTIONAL),,ADAMS,Citizenship Qualification of Electors,"148,352","79,058"
Amendment 76 (CONSTITUTIONAL),,ALAMOSA,Citizenship Qualification of Electors,"5,396","2,231"
Amendment 76 (CONSTITUTIONAL),,ARAPAHOE,Citizenship Qualification of Electors,"205,010","133,351"
Amendment 76 (CONSTITUTIONAL),,ARCHULETA,Citizenship Qualification of Electors,"6,461","2,323"
Amendment 76 (CONSTITUTIONAL),,BACA,Citizenship Qualification of Electors,"1,882",276
Amendment 76 (CONSTITUTIONAL),,BENT,Citizenship Qualification of Electors,"1,841",385
Amendment 76 (CONSTITUTIONAL),,BOULDER,Citizenship Qualification of Electors,"81,828","117,060"
Amendment 76 (CONSTITUTIONAL),,BROOMFIELD,Citizenship Qualification of Electors,"26,125","19,348"
Amendment 76 (CONSTITUTIONAL),,CHAFFEE,Citizenship Qualification of Electors,"8,578","4,824"
Amendment 76 (CONSTITUTIONAL),,CHEYENNE,Citizenship Qualification of Electors,979,126
Amendment 76 (CONSTITUTIONAL),,CLEAR CREEK,Citizenship Qualification of Electors,"4,097","2,280"
Amendment 76 (CONSTITUTIONAL),,CONEJOS,Citizenship Qualification of Electors,"3,242",866
Amendment 76 (CONSTITUTIONAL),,COSTILLA,Citizenship Qualification of Electors,"1,391",538
Amendment 76 (CONSTITUTIONAL),,CROWLEY,Citizenship Qualification of Electors,"1,455",264
Amendment 76 (CONSTITUTIONAL),,CUSTER,Citizenship Qualification of Electors,"2,835",711
Amendment 76 (CONSTITUTIONAL),,DELTA,Citizenship Qualification of Electors,"14,788","4,121"
Amendment 76 (CONSTITUTIONAL),,DENVER,Citizenship Qualification of Electors,"167,890","207,945"
Amendment 76 (CONSTITUTIONAL),,DOLORES,Citizenship Qualification of Electors,"1,147",264
Amendment 76 (CONSTITUTIONAL),,DOUGLAS,Citizenship Qualification of Electors,"160,843","65,639"
Amendment 76 (CONSTITUTIONAL),,EAGLE,Citizenship Qualification of Electors,"16,811","11,351"
Amendment 76 (CONSTITUTIONAL),,ELBERT,Citizenship Qualification of Electors,"15,682","3,061"
Amendment 76 (CONSTITUTIONAL),,EL PASO,Citizenship Qualification of Electors,"270,690","100,453"
Amendment 76 (CONSTITUTIONAL),,FREMONT,Citizenship Qualification of Electors,"20,539","4,520"
Amendment 76 (CONSTITUTIONAL),,GARFIELD,Citizenship Qualification of Electors,"20,244","10,063"
Amendment 76 (CONSTITUTIONAL),,GILPIN,Citizenship Qualification of Electors,"2,568","1,562"
Amendment 76 (CONSTITUTIONAL),,GRAND,Citizenship Qualification of Electors,"6,465","3,189"
Amendment 76 (CONSTITUTIONAL),,GUNNISON,Citizenship Qualification of Electors,"5,889","4,928"
Amendment 76 (CONSTITUTIONAL),,HINSDALE,Citizenship Qualification of Electors,442,168
Amendment 76 (CONSTITUTIONAL),,HUERFANO,Citizenship Qualification of Electors,"3,122","1,151"
Amendment 76 (CONSTITUTIONAL),,JACKSON,Citizenship Qualification of Electors,716,139
Amendment 76 (CONSTITUTIONAL),,JEFFERSON,Citizenship Qualification of Electors,"222,319","143,903"
Amendment 76 (CONSTITUTIONAL),,KIOWA,Citizenship Qualification of Electors,801,87
Amendment 76 (CONSTITUTIONAL),,KIT CARSON,Citizenship Qualification of Electors,"3,294",490
Amendment 76 (CONSTITUTIONAL),,LAKE,Citizenship Qualification of Electors,"2,409","1,463"
Amendment 76 (CONSTITUTIONAL),,LA PLATA,Citizenship Qualification of Electors,"20,418","14,081"
Amendment 76 (CONSTITUTIONAL),,LARIMER,Citizenship Qualification of Electors,"129,070","87,667"
Amendment 76 (CONSTITUTIONAL),,LAS ANIMAS,Citizenship Qualification of Electors,"5,978","1,697"
Amendment 76 (CONSTITUTIONAL),,LINCOLN,Citizenship Qualification of Electors,"2,258",326
Amendment 76 (CONSTITUTIONAL),,LOGAN,Citizenship Qualification of Electors,"8,646","1,655"
Amendment 76 (CONSTITUTIONAL),,MESA,Citizenship Qualification of Electors,"67,495","20,847"
Amendment 76 (CONSTITUTIONAL),,MINERAL,Citizenship Qualification of Electors,527,215
Amendment 76 (CONSTITUTIONAL),,MOFFAT,Citizenship Qualification of Electors,"5,921",923
Amendment 76 (CONSTITUTIONAL),,MONTEZUMA,Citizenship Qualification of Electors,"11,198","3,940"
Amendment 76 (CONSTITUTIONAL),,MONTROSE,Citizenship Qualification of Electors,"19,106","5,080"
Amendment 76 (CONSTITUTIONAL),,MORGAN,Citizenship Qualification of Electors,"10,853","2,593"
Amendment 76 (CONSTITUTIONAL),,OTERO,Citizenship Qualification of Electors,"7,484","1,905"
Amendment 76 (CONSTITUTIONAL),,OURAY,Citizenship Qualification of Electors,"2,211","1,693"
Amendment 76 (CONSTITUTIONAL),,PARK,Citizenship Qualification of Electors,"8,858","3,198"
Amendment 76 (CONSTITUTIONAL),,PHILLIPS,Citizenship Qualification of Electors,"2,096",322
Amendment 76 (CONSTITUTIONAL),,PITKIN,Citizenship Qualification of Electors,"5,311","6,092"
Amendment 76 (CONSTITUTIONAL),,PROWERS,Citizenship Qualification of Electors,"4,447",965
Amendment 76 (CONSTITUTIONAL),,PUEBLO,Citizenship Qualification of Electors,"63,019","22,709"
Amendment 76 (CONSTITUTIONAL),,RIO BLANCO,Citizenship Qualification of Electors,"3,112",464
Amendment 76 (CONSTITUTIONAL),,RIO GRANDE,Citizenship Qualification of Electors,"4,786","1,365"
Amendment 76 (CONSTITUTIONAL),,ROUTT,Citizenship Qualification of Electors,"9,527","6,712"
Amendment 76 (CONSTITUTIONAL),,SAGUACHE,Citizenship Qualification of Electors,"2,071","1,193"
Amendment 76 (CONSTITUTIONAL),,SAN JUAN,Citizenship Qualification of Electors,274,263
Amendment 76 (CONSTITUTIONAL),,SAN MIGUEL,Citizenship Qualification of Electors,"2,214","2,703"
Amendment 76 (CONSTITUTIONAL),,SEDGWICK,Citizenship Qualification of Electors,"1,193",207
Amendment 76 (CONSTITUTIONAL),,SUMMIT,Citizenship Qualification of Electors,"9,524","8,175"
Amendment 76 (CONSTITUTIONAL),,TELLER,Citizenship Qualification of Electors,"13,147","3,400"
Amendment 76 (CONSTITUTIONAL),,WASHINGTON,Citizenship Qualification of Electors,"2,608",346
Amendment 76 (CONSTITUTIONAL),,WELD,Citizenship Qualification of Electors,"121,563","41,609"
Amendment 76 (CONSTITUTIONAL),,YUMA,Citizenship Qualification of Electors,"4,193",654
Amendment 76 (CONSTITUTIONAL),,,Citizenship Qualification of Electors Total Votes,"1,985,239","1,171,137"
Amendment 76 (CONSTITUTIONAL),,,Citizenship Qualification of Electors Vote % (PASSED),62.90%,37.10%
Amendment 77 (CONSTITUTIONAL),,ADAMS,Local Voter Approval of Gaming Limits,"141,813","80,062"
Amendment 77 (CONSTITUTIONAL),,ALAMOSA,Local Voter Approval of Gaming Limits,"4,469","2,993"
Amendment 77 (CONSTITUTIONAL),,ARAPAHOE,Local Voter Approval of Gaming Limits,"201,837","128,192"
Amendment 77 (CONSTITUTIONAL),,ARCHULETA,Local Voter Approval of Gaming Limits,"4,418","3,836"
Amendment 77 (CONSTITUTIONAL),,BACA,Local Voter Approval of Gaming Limits,"1,060","1,024"
Amendment 77 (CONSTITUTIONAL),,BENT,Local Voter Approval of Gaming Limits,"1,316",877
Amendment 77 (CONSTITUTIONAL),,BOULDER,Local Voter Approval of Gaming Limits,"112,460","78,665"
Amendment 77 (CONSTITUTIONAL),,BROOMFIELD,Local Voter Approval of Gaming Limits,"27,514","16,795"
Amendment 77 (CONSTITUTIONAL),,CHAFFEE,Local Voter Approval of Gaming Limits,"7,024","5,904"
Amendment 77 (CONSTITUTIONAL),,CHEYENNE,Local Voter Approval of Gaming Limits,525,576
Amendment 77 (CONSTITUTIONAL),,CLEAR CREEK,Local Voter Approval of Gaming Limits,"3,774","2,471"
Amendment 77 (CONSTITUTIONAL),,CONEJOS,Local Voter Approval of Gaming Limits,"2,082","1,992"
Amendment 77 (CONSTITUTIONAL),,COSTILLA,Local Voter Approval of Gaming Limits,"1,041",825
Amendment 77 (CONSTITUTIONAL),,CROWLEY,Local Voter Approval of Gaming Limits,875,795
Amendment 77 (CONSTITUTIONAL),,CUSTER,Local Voter Approval of Gaming Limits,"1,625","1,773"
Amendment 77 (CONSTITUTIONAL),,DELTA,Local Voter Approval of Gaming Limits,"9,473","8,721"
Amendment 77 (CONSTITUTIONAL),,DENVER,Local Voter Approval of Gaming Limits,"248,863","115,874"
Amendment 77 (CONSTITUTIONAL),,DOLORES,Local Voter Approval of Gaming Limits,631,712
Amendment 77 (CONSTITUTIONAL),,DOUGLAS,Local Voter Approval of Gaming Limits,"135,197","83,797"
Amendment 77 (CONSTITUTIONAL),,EAGLE,Local Voter Approval of Gaming Limits,"18,062","9,107"
Amendment 77 (CONSTITUTIONAL),,ELBERT,Local Voter Approval of Gaming Limits,"9,891","8,351"
Amendment 77 (CONSTITUTIONAL),,EL PASO,Local Voter Approval of Gaming Limits,"203,543","155,992"
Amendment 77 (CONSTITUTIONAL),,FREMONT,Local Voter Approval of Gaming Limits,"13,434","11,043"
Amendment 77 (CONSTITUTIONAL),,GARFIELD,Local Voter Approval of Gaming Limits,"18,420","10,783"
Amendment 77 (CONSTITUTIONAL),,GILPIN,Local Voter Approval of Gaming Limits,"2,896","1,213"
Amendment 77 (CONSTITUTIONAL),,GRAND,Local Voter Approval of Gaming Limits,"5,428","3,842"
Amendment 77 (CONSTITUTIONAL),,GUNNISON,Local Voter Approval of Gaming Limits,"6,379","3,946"
Amendment 77 (CONSTITUTIONAL),,HINSDALE,Local Voter Approval of Gaming Limits,296,275
Amendment 77 (CONSTITUTIONAL),,HUERFANO,Local Voter Approval of Gaming Limits,"2,421","1,758"
Amendment 77 (CONSTITUTIONAL),,JACKSON,Local Voter Approval of Gaming Limits,426,401
Amendment 77 (CONSTITUTIONAL),,JEFFERSON,Local Voter Approval of Gaming Limits,"212,029","145,367"
Amendment 77 (CONSTITUTIONAL),,KIOWA,Local Voter Approval of Gaming Limits,381,479
Amendment 77 (CONSTITUTIONAL),,KIT CARSON,Local Voter Approval of Gaming Limits,"1,838","1,834"
Amendment 77 (CONSTITUTIONAL),,LAKE,Local Voter Approval of Gaming Limits,"2,330","1,408"
Amendment 77 (CONSTITUTIONAL),,LA PLATA,Local Voter Approval of Gaming Limits,"18,749","13,977"
Amendment 77 (CONSTITUTIONAL),,LARIMER,Local Voter Approval of Gaming Limits,"121,553","88,219"
Amendment 77 (CONSTITUTIONAL),,LAS ANIMAS,Local Voter Approval of Gaming Limits,"4,064","3,455"
Amendment 77 (CONSTITUTIONAL),,LINCOLN,Local Voter Approval of Gaming Limits,"1,317","1,211"
Amendment 77 (CONSTITUTIONAL),,LOGAN,Local Voter Approval of Gaming Limits,"5,526","4,470"
Amendment 77 (CONSTITUTIONAL),,MESA,Local Voter Approval of Gaming Limits,"47,915","37,305"
Amendment 77 (CONSTITUTIONAL),,MINERAL,Local Voter Approval of Gaming Limits,392,330
Amendment 77 (CONSTITUTIONAL),,MOFFAT,Local Voter Approval of Gaming Limits,"3,930","2,671"
Amendment 77 (CONSTITUTIONAL),,MONTEZUMA,Local Voter Approval of Gaming Limits,"7,132","7,426"
Amendment 77 (CONSTITUTIONAL),,MONTROSE,Local Voter Approval of Gaming Limits,"12,700","10,574"
Amendment 77 (CONSTITUTIONAL),,MORGAN,Local Voter Approval of Gaming Limits,"7,517","5,574"
Amendment 77 (CONSTITUTIONAL),,OTERO,Local Voter Approval of Gaming Limits,"5,367","3,850"
Amendment 77 (CONSTITUTIONAL),,OURAY,Local Voter Approval of Gaming Limits,"2,175","1,571"
Amendment 77 (CONSTITUTIONAL),,PARK,Local Voter Approval of Gaming Limits,"6,722","4,996"
