,Office/Ballot Issue,Party,County,Candidate/Judge/Ballot Issue Title,Yes Votes/Percentage,No Votes/Percentage
990,President/Vice President,Independent American Party,ADAMS,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,102,
991,President/Vice President,Independent American Party,ALAMOSA,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,3,
992,President/Vice President,Independent American Party,ARAPAHOE,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,94,
993,President/Vice President,Independent American Party,ARCHULETA,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,2,
994,President/Vice President,Independent American Party,BACA,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,0,
995,President/Vice President,Independent American Party,BENT,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,0,
996,President/Vice President,Independent American Party,BOULDER,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,22,
997,President/Vice President,Independent American Party,BROOMFIELD,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,10,
998,President/Vice President,Independent American Party,CHAFFEE,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,3,
999,President/Vice President,Independent American Party,CHEYENNE,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,0,
1000,President/Vice President,Independent American Party,CLEAR CREEK,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,1,
1001,President/Vice President,Independent American Party,CONEJOS,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,0,
1002,President/Vice President,Independent American Party,COSTILLA,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,1,
1003,President/Vice President,Independent American Party,CROWLEY,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,0,
1004,President/Vice President,Independent American Party,CUSTER,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,0,
1005,President/Vice President,Independent American Party,DELTA,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,7,
1006,President/Vice President,Independent American Party,DENVER,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,70,
1007,President/Vice President,Independent American Party,DOLORES,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,0,
1008,President/Vice President,Independent American Party,DOUGLAS,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,38,
1009,President/Vice President,Independent American Party,EAGLE,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,5,
1010,President/Vice President,Independent American Party,ELBERT,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,4,
1011,President/Vice President,Independent American Party,EL PASO,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,87,
1012,President/Vice President,Independent American Party,FREMONT,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,5,
1013,President/Vice President,Independent American Party,GARFIELD,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,8,
1014,President/Vice President,Independent American Party,GILPIN,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,1,
1015,President/Vice President,Independent American Party,GRAND,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,3,
1016,President/Vice President,Independent American Party,GUNNISON,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,0,
1017,President/Vice President,Independent American Party,HINSDALE,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,0,
1018,President/Vice President,Independent American Party,HUERFANO,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,0,
1019,President/Vice President,Independent American Party,JACKSON,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,0,
1020,President/Vice President,Independent American Party,JEFFERSON,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,101,
1021,President/Vice President,Independent American Party,KIOWA,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,0,
1022,President/Vice President,Independent American Party,KIT CARSON,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,1,
1023,President/Vice President,Independent American Party,LAKE,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,1,
1024,President/Vice President,Independent American Party,LA PLATA,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,9,
1025,President/Vice President,Independent American Party,LARIMER,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,48,
1026,President/Vice President,Independent American Party,LAS ANIMAS,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,6,
1027,President/Vice President,Independent American Party,LINCOLN,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,2,
1028,President/Vice President,Independent American Party,LOGAN,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,0,
1029,President/Vice President,Independent American Party,MESA,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,15,
1030,President/Vice President,Independent American Party,MINERAL,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,0,
1031,President/Vice President,Independent American Party,MOFFAT,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,1,
1032,President/Vice President,Independent American Party,MONTEZUMA,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,6,
1033,President/Vice President,Independent American Party,MONTROSE,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,4,
1034,President/Vice President,Independent American Party,MORGAN,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,2,
1035,President/Vice President,Independent American Party,OTERO,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,4,
1036,President/Vice President,Independent American Party,OURAY,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,0,
1037,President/Vice President,Independent American Party,PARK,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,2,
1038,President/Vice President,Independent American Party,PHILLIPS,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,0,
1039,President/Vice President,Independent American Party,PITKIN,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,3,
1040,President/Vice President,Independent American Party,PROWERS,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,4,
1041,President/Vice President,Independent American Party,PUEBLO,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,21,
1042,President/Vice President,Independent American Party,RIO BLANCO,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,0,
1043,President/Vice President,Independent American Party,RIO GRANDE,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,3,
1044,President/Vice President,Independent American Party,ROUTT,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,1,
1045,President/Vice President,Independent American Party,SAGUACHE,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,1,
1046,President/Vice President,Independent American Party,SAN JUAN,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,1,
1047,President/Vice President,Independent American Party,SAN MIGUEL,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,0,
1048,President/Vice President,Independent American Party,SEDGWICK,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,0,
1049,President/Vice President,Independent American Party,SUMMIT,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,0,
1050,President/Vice President,Independent American Party,TELLER,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,6,
1051,President/Vice President,Independent American Party,WASHINGTON,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,1,
1052,President/Vice President,Independent American Party,WELD,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,51,
1053,President/Vice President,Independent American Party,YUMA,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,2,
1054,President/Vice President,Independent American Party,,Kyle Kenley Kopitke / Nathan Re Vo Sorenson Total Votes,762,
1055,President/Vice President,Independent American Party,,Kyle Kenley Kopitke / Nathan Re Vo Sorenson Vote %,0.02%,
1056,President/Vice President,Socialism and Liberation,ADAMS,Gloria La Riva / Sunil Freeman,90,
1057,President/Vice President,Socialism and Liberation,ALAMOSA,Gloria La Riva / Sunil Freeman,3,
1058,President/Vice President,Socialism and Liberation,ARAPAHOE,Gloria La Riva / Sunil Freeman,118,
1059,President/Vice President,Socialism and Liberation,ARCHULETA,Gloria La Riva / Sunil Freeman,2,
1060,President/Vice President,Socialism and Liberation,BACA,Gloria La Riva / Sunil Freeman,0,
1061,President/Vice President,Socialism and Liberation,BENT,Gloria La Riva / Sunil Freeman,0,
1062,President/Vice President,Socialism and Liberation,BOULDER,Gloria La Riva / Sunil Freeman,103,
1063,President/Vice President,Socialism and Liberation,BROOMFIELD,Gloria La Riva / Sunil Freeman,14,
1064,President/Vice President,Socialism and Liberation,CHAFFEE,Gloria La Riva / Sunil Freeman,2,
1065,President/Vice President,Socialism and Liberation,CHEYENNE,Gloria La Riva / Sunil Freeman,0,
1066,President/Vice President,Socialism and Liberation,CLEAR CREEK,Gloria La Riva / Sunil Freeman,2,
1067,President/Vice President,Socialism and Liberation,CONEJOS,Gloria La Riva / Sunil Freeman,2,
1068,President/Vice President,Socialism and Liberation,COSTILLA,Gloria La Riva / Sunil Freeman,1,
1069,President/Vice President,Socialism and Liberation,CROWLEY,Gloria La Riva / Sunil Freeman,0,
1070,President/Vice President,Socialism and Liberation,CUSTER,Gloria La Riva / Sunil Freeman,0,
1071,President/Vice President,Socialism and Liberation,DELTA,Gloria La Riva / Sunil Freeman,2,
1072,President/Vice President,Socialism and Liberation,DENVER,Gloria La Riva / Sunil Freeman,287,
1073,President/Vice President,Socialism and Liberation,DOLORES,Gloria La Riva / Sunil Freeman,0,
1074,President/Vice President,Socialism and Liberation,DOUGLAS,Gloria La Riva / Sunil Freeman,30,
1075,President/Vice President,Socialism and Liberation,EAGLE,Gloria La Riva / Sunil Freeman,3,
1076,President/Vice President,Socialism and Liberation,ELBERT,Gloria La Riva / Sunil Freeman,4,
1077,President/Vice President,Socialism and Liberation,EL PASO,Gloria La Riva / Sunil Freeman,90,
1078,President/Vice President,Socialism and Liberation,FREMONT,Gloria La Riva / Sunil Freeman,5,
1079,President/Vice President,Socialism and Liberation,GARFIELD,Gloria La Riva / Sunil Freeman,3,
1080,President/Vice President,Socialism and Liberation,GILPIN,Gloria La Riva / Sunil Freeman,1,
1081,President/Vice President,Socialism and Liberation,GRAND,Gloria La Riva / Sunil Freeman,0,
1082,President/Vice President,Socialism and Liberation,GUNNISON,Gloria La Riva / Sunil Freeman,1,
1083,President/Vice President,Socialism and Liberation,HINSDALE,Gloria La Riva / Sunil Freeman,0,
1084,President/Vice President,Socialism and Liberation,HUERFANO,Gloria La Riva / Sunil Freeman,2,
1085,President/Vice President,Socialism and Liberation,JACKSON,Gloria La Riva / Sunil Freeman,0,
1086,President/Vice President,Socialism and Liberation,JEFFERSON,Gloria La Riva / Sunil Freeman,84,
1087,President/Vice President,Socialism and Liberation,KIOWA,Gloria La Riva / Sunil Freeman,0,
1088,President/Vice President,Socialism and Liberation,KIT CARSON,Gloria La Riva / Sunil Freeman,0,
1089,President/Vice President,Socialism and Liberation,LAKE,Gloria La Riva / Sunil Freeman,1,
1090,President/Vice President,Socialism and Liberation,LA PLATA,Gloria La Riva / Sunil Freeman,5,
1091,President/Vice President,Socialism and Liberation,LARIMER,Gloria La Riva / Sunil Freeman,60,
1092,President/Vice President,Socialism and Liberation,LAS ANIMAS,Gloria La Riva / Sunil Freeman,1,
1093,President/Vice President,Socialism and Liberation,LINCOLN,Gloria La Riva / Sunil Freeman,0,
1094,President/Vice President,Socialism and Liberation,LOGAN,Gloria La Riva / Sunil Freeman,1,
1095,President/Vice President,Socialism and Liberation,MESA,Gloria La Riva / Sunil Freeman,15,
1096,President/Vice President,Socialism and Liberation,MINERAL,Gloria La Riva / Sunil Freeman,0,
1097,President/Vice President,Socialism and Liberation,MOFFAT,Gloria La Riva / Sunil Freeman,0,
1098,President/Vice President,Socialism and Liberation,MONTEZUMA,Gloria La Riva / Sunil Freeman,2,
1099,President/Vice President,Socialism and Liberation,MONTROSE,Gloria La Riva / Sunil Freeman,2,
1100,President/Vice President,Socialism and Liberation,MORGAN,Gloria La Riva / Sunil Freeman,2,
1101,President/Vice President,Socialism and Liberation,OTERO,Gloria La Riva / Sunil Freeman,2,
1102,President/Vice President,Socialism and Liberation,OURAY,Gloria La Riva / Sunil Freeman,3,
1103,President/Vice President,Socialism and Liberation,PARK,Gloria La Riva / Sunil Freeman,1,
1104,President/Vice President,Socialism and Liberation,PHILLIPS,Gloria La Riva / Sunil Freeman,0,
1105,President/Vice President,Socialism and Liberation,PITKIN,Gloria La Riva / Sunil Freeman,0,
1106,President/Vice President,Socialism and Liberation,PROWERS,Gloria La Riva / Sunil Freeman,1,
1107,President/Vice President,Socialism and Liberation,PUEBLO,Gloria La Riva / Sunil Freeman,32,
1108,President/Vice President,Socialism and Liberation,RIO BLANCO,Gloria La Riva / Sunil Freeman,0,
1109,President/Vice President,Socialism and Liberation,RIO GRANDE,Gloria La Riva / Sunil Freeman,4,
1110,President/Vice President,Socialism and Liberation,ROUTT,Gloria La Riva / Sunil Freeman,2,
1111,President/Vice President,Socialism and Liberation,SAGUACHE,Gloria La Riva / Sunil Freeman,1,
1112,President/Vice President,Socialism and Liberation,SAN JUAN,Gloria La Riva / Sunil Freeman,1,
1113,President/Vice President,Socialism and Liberation,SAN MIGUEL,Gloria La Riva / Sunil Freeman,1,
1114,President/Vice President,Socialism and Liberation,SEDGWICK,Gloria La Riva / Sunil Freeman,0,
1115,President/Vice President,Socialism and Liberation,SUMMIT,Gloria La Riva / Sunil Freeman,3,
1116,President/Vice President,Socialism and Liberation,TELLER,Gloria La Riva / Sunil Freeman,2,
1117,President/Vice President,Socialism and Liberation,WASHINGTON,Gloria La Riva / Sunil Freeman,0,
1118,President/Vice President,Socialism and Liberation,WELD,Gloria La Riva / Sunil Freeman,44,
1119,President/Vice President,Socialism and Liberation,YUMA,Gloria La Riva / Sunil Freeman,0,
1120,President/Vice President,Socialism and Liberation,,Gloria La Riva / Sunil Freeman Total Votes,"1,035",
1121,President/Vice President,Socialism and Liberation,,Gloria La Riva / Sunil Freeman Vote %,0.03%,
1122,President/Vice President,Unaffiliated,ADAMS,Joe McHugh / Elizabeth Storm,60,
1123,President/Vice President,Unaffiliated,ALAMOSA,Joe McHugh / Elizabeth Storm,4,
1124,President/Vice President,Unaffiliated,ARAPAHOE,Joe McHugh / Elizabeth Storm,58,
1125,President/Vice President,Unaffiliated,ARCHULETA,Joe McHugh / Elizabeth Storm,2,
1126,President/Vice President,Unaffiliated,BACA,Joe McHugh / Elizabeth Storm,0,
1127,President/Vice President,Unaffiliated,BENT,Joe McHugh / Elizabeth Storm,0,
1128,President/Vice President,Unaffiliated,BOULDER,Joe McHugh / Elizabeth Storm,20,
1129,President/Vice President,Unaffiliated,BROOMFIELD,Joe McHugh / Elizabeth Storm,13,
1130,President/Vice President,Unaffiliated,CHAFFEE,Joe McHugh / Elizabeth Storm,3,
1131,President/Vice President,Unaffiliated,CHEYENNE,Joe McHugh / Elizabeth Storm,0,
1132,President/Vice President,Unaffiliated,CLEAR CREEK,Joe McHugh / Elizabeth Storm,3,
1133,President/Vice President,Unaffiliated,CONEJOS,Joe McHugh / Elizabeth Storm,2,
1134,President/Vice President,Unaffiliated,COSTILLA,Joe McHugh / Elizabeth Storm,0,
1135,President/Vice President,Unaffiliated,CROWLEY,Joe McHugh / Elizabeth Storm,1,
1136,President/Vice President,Unaffiliated,CUSTER,Joe McHugh / Elizabeth Storm,1,
1137,President/Vice President,Unaffiliated,DELTA,Joe McHugh / Elizabeth Storm,4,
1138,President/Vice President,Unaffiliated,DENVER,Joe McHugh / Elizabeth Storm,34,
1139,President/Vice President,Unaffiliated,DOLORES,Joe McHugh / Elizabeth Storm,2,
1140,President/Vice President,Unaffiliated,DOUGLAS,Joe McHugh / Elizabeth Storm,38,
1141,President/Vice President,Unaffiliated,EAGLE,Joe McHugh / Elizabeth Storm,3,
1142,President/Vice President,Unaffiliated,ELBERT,Joe McHugh / Elizabeth Storm,4,
1143,President/Vice President,Unaffiliated,EL PASO,Joe McHugh / Elizabeth Storm,89,
1144,President/Vice President,Unaffiliated,FREMONT,Joe McHugh / Elizabeth Storm,5,
1145,President/Vice President,Unaffiliated,GARFIELD,Joe McHugh / Elizabeth Storm,4,
1146,President/Vice President,Unaffiliated,GILPIN,Joe McHugh / Elizabeth Storm,1,
1147,President/Vice President,Unaffiliated,GRAND,Joe McHugh / Elizabeth Storm,2,
1148,President/Vice President,Unaffiliated,GUNNISON,Joe McHugh / Elizabeth Storm,1,
1149,President/Vice President,Unaffiliated,HINSDALE,Joe McHugh / Elizabeth Storm,0,
1150,President/Vice President,Unaffiliated,HUERFANO,Joe McHugh / Elizabeth Storm,1,
1151,President/Vice President,Unaffiliated,JACKSON,Joe McHugh / Elizabeth Storm,0,
1152,President/Vice President,Unaffiliated,JEFFERSON,Joe McHugh / Elizabeth Storm,76,
1153,President/Vice President,Unaffiliated,KIOWA,Joe McHugh / Elizabeth Storm,0,
1154,President/Vice President,Unaffiliated,KIT CARSON,Joe McHugh / Elizabeth Storm,2,
1155,President/Vice President,Unaffiliated,LAKE,Joe McHugh / Elizabeth Storm,0,
1156,President/Vice President,Unaffiliated,LA PLATA,Joe McHugh / Elizabeth Storm,5,
1157,President/Vice President,Unaffiliated,LARIMER,Joe McHugh / Elizabeth Storm,45,
1158,President/Vice President,Unaffiliated,LAS ANIMAS,Joe McHugh / Elizabeth Storm,3,
1159,President/Vice President,Unaffiliated,LINCOLN,Joe McHugh / Elizabeth Storm,0,
1160,President/Vice President,Unaffiliated,LOGAN,Joe McHugh / Elizabeth Storm,2,
1161,President/Vice President,Unaffiliated,MESA,Joe McHugh / Elizabeth Storm,16,
1162,President/Vice President,Unaffiliated,MINERAL,Joe McHugh / Elizabeth Storm,0,
1163,President/Vice President,Unaffiliated,MOFFAT,Joe McHugh / Elizabeth Storm,2,
1164,President/Vice President,Unaffiliated,MONTEZUMA,Joe McHugh / Elizabeth Storm,2,
1165,President/Vice President,Unaffiliated,MONTROSE,Joe McHugh / Elizabeth Storm,2,
1166,President/Vice President,Unaffiliated,MORGAN,Joe McHugh / Elizabeth Storm,6,
1167,President/Vice President,Unaffiliated,OTERO,Joe McHugh / Elizabeth Storm,1,
1168,President/Vice President,Unaffiliated,OURAY,Joe McHugh / Elizabeth Storm,1,
1169,President/Vice President,Unaffiliated,PARK,Joe McHugh / Elizabeth Storm,3,
1170,President/Vice President,Unaffiliated,PHILLIPS,Joe McHugh / Elizabeth Storm,0,
1171,President/Vice President,Unaffiliated,PITKIN,Joe McHugh / Elizabeth Storm,0,
1172,President/Vice President,Unaffiliated,PROWERS,Joe McHugh / Elizabeth Storm,2,
1173,President/Vice President,Unaffiliated,PUEBLO,Joe McHugh / Elizabeth Storm,25,
1174,President/Vice President,Unaffiliated,RIO BLANCO,Joe McHugh / Elizabeth Storm,2,
1175,President/Vice President,Unaffiliated,RIO GRANDE,Joe McHugh / Elizabeth Storm,3,
1176,President/Vice President,Unaffiliated,ROUTT,Joe McHugh / Elizabeth Storm,0,
1177,President/Vice President,Unaffiliated,SAGUACHE,Joe McHugh / Elizabeth Storm,0,
1178,President/Vice President,Unaffiliated,SAN JUAN,Joe McHugh / Elizabeth Storm,1,
1179,President/Vice President,Unaffiliated,SAN MIGUEL,Joe McHugh / Elizabeth Storm,1,
1180,President/Vice President,Unaffiliated,SEDGWICK,Joe McHugh / Elizabeth Storm,0,
1181,President/Vice President,Unaffiliated,SUMMIT,Joe McHugh / Elizabeth Storm,4,
1182,President/Vice President,Unaffiliated,TELLER,Joe McHugh / Elizabeth Storm,7,
1183,President/Vice President,Unaffiliated,WASHINGTON,Joe McHugh / Elizabeth Storm,0,
1184,President/Vice President,Unaffiliated,WELD,Joe McHugh / Elizabeth Storm,45,
1185,President/Vice President,Unaffiliated,YUMA,Joe McHugh / Elizabeth Storm,3,
1186,President/Vice President,Unaffiliated,,Joe McHugh / Elizabeth Storm Total Votes,614,
1187,President/Vice President,Unaffiliated,,Joe McHugh / Elizabeth Storm Vote %,0.02%,
1188,President/Vice President,Unaffiliated,ADAMS,Brock Pierce / Karla Ballard,51,
1189,President/Vice President,Unaffiliated,ALAMOSA,Brock Pierce / Karla Ballard,3,
1190,President/Vice President,Unaffiliated,ARAPAHOE,Brock Pierce / Karla Ballard,45,
1191,President/Vice President,Unaffiliated,ARCHULETA,Brock Pierce / Karla Ballard,5,
1192,President/Vice President,Unaffiliated,BACA,Brock Pierce / Karla Ballard,0,
1193,President/Vice President,Unaffiliated,BENT,Brock Pierce / Karla Ballard,1,
1194,President/Vice President,Unaffiliated,BOULDER,Brock Pierce / Karla Ballard,33,
1195,President/Vice President,Unaffiliated,BROOMFIELD,Brock Pierce / Karla Ballard,13,
1196,President/Vice President,Unaffiliated,CHAFFEE,Brock Pierce / Karla Ballard,1,
1197,President/Vice President,Unaffiliated,CHEYENNE,Brock Pierce / Karla Ballard,0,
1198,President/Vice President,Unaffiliated,CLEAR CREEK,Brock Pierce / Karla Ballard,0,
1199,President/Vice President,Unaffiliated,CONEJOS,Brock Pierce / Karla Ballard,0,
1200,President/Vice President,Unaffiliated,COSTILLA,Brock Pierce / Karla Ballard,0,
1201,President/Vice President,Unaffiliated,CROWLEY,Brock Pierce / Karla Ballard,0,
1202,President/Vice President,Unaffiliated,CUSTER,Brock Pierce / Karla Ballard,0,
1203,President/Vice President,Unaffiliated,DELTA,Brock Pierce / Karla Ballard,5,
1204,President/Vice President,Unaffiliated,DENVER,Brock Pierce / Karla Ballard,60,
1205,President/Vice President,Unaffiliated,DOLORES,Brock Pierce / Karla Ballard,0,
1206,President/Vice President,Unaffiliated,DOUGLAS,Brock Pierce / Karla Ballard,39,
1207,President/Vice President,Unaffiliated,EAGLE,Brock Pierce / Karla Ballard,6,
1208,President/Vice President,Unaffiliated,ELBERT,Brock Pierce / Karla Ballard,4,
1209,President/Vice President,Unaffiliated,EL PASO,Brock Pierce / Karla Ballard,69,
1210,President/Vice President,Unaffiliated,FREMONT,Brock Pierce / Karla Ballard,6,
1211,President/Vice President,Unaffiliated,GARFIELD,Brock Pierce / Karla Ballard,7,
1212,President/Vice President,Unaffiliated,GILPIN,Brock Pierce / Karla Ballard,1,
1213,President/Vice President,Unaffiliated,GRAND,Brock Pierce / Karla Ballard,0,
1214,President/Vice President,Unaffiliated,GUNNISON,Brock Pierce / Karla Ballard,5,
1215,President/Vice President,Unaffiliated,HINSDALE,Brock Pierce / Karla Ballard,0,
1216,President/Vice President,Unaffiliated,HUERFANO,Brock Pierce / Karla Ballard,0,
1217,President/Vice President,Unaffiliated,JACKSON,Brock Pierce / Karla Ballard,0,
1218,President/Vice President,Unaffiliated,JEFFERSON,Brock Pierce / Karla Ballard,82,
1219,President/Vice President,Unaffiliated,KIOWA,Brock Pierce / Karla Ballard,0,
1220,President/Vice President,Unaffiliated,KIT CARSON,Brock Pierce / Karla Ballard,2,
1221,President/Vice President,Unaffiliated,LAKE,Brock Pierce / Karla Ballard,0,
1222,President/Vice President,Unaffiliated,LA PLATA,Brock Pierce / Karla Ballard,2,
1223,President/Vice President,Unaffiliated,LARIMER,Brock Pierce / Karla Ballard,33,
1224,President/Vice President,Unaffiliated,LAS ANIMAS,Brock Pierce / Karla Ballard,0,
1225,President/Vice President,Unaffiliated,LINCOLN,Brock Pierce / Karla Ballard,1,
1226,President/Vice President,Unaffiliated,LOGAN,Brock Pierce / Karla Ballard,1,
1227,President/Vice President,Unaffiliated,MESA,Brock Pierce / Karla Ballard,15,
1228,President/Vice President,Unaffiliated,MINERAL,Brock Pierce / Karla Ballard,1,
1229,President/Vice President,Unaffiliated,MOFFAT,Brock Pierce / Karla Ballard,4,
1230,President/Vice President,Unaffiliated,MONTEZUMA,Brock Pierce / Karla Ballard,2,
1231,President/Vice President,Unaffiliated,MONTROSE,Brock Pierce / Karla Ballard,3,
1232,President/Vice President,Unaffiliated,MORGAN,Brock Pierce / Karla Ballard,2,
1233,President/Vice President,Unaffiliated,OTERO,Brock Pierce / Karla Ballard,1,
1234,President/Vice President,Unaffiliated,OURAY,Brock Pierce / Karla Ballard,0,
1235,President/Vice President,Unaffiliated,PARK,Brock Pierce / Karla Ballard,2,
1236,President/Vice President,Unaffiliated,PHILLIPS,Brock Pierce / Karla Ballard,0,
1237,President/Vice President,Unaffiliated,PITKIN,Brock Pierce / Karla Ballard,0,
1238,President/Vice President,Unaffiliated,PROWERS,Brock Pierce / Karla Ballard,0,
1239,President/Vice President,Unaffiliated,PUEBLO,Brock Pierce / Karla Ballard,23,
1240,President/Vice President,Unaffiliated,RIO BLANCO,Brock Pierce / Karla Ballard,0,
1241,President/Vice President,Unaffiliated,RIO GRANDE,Brock Pierce / Karla Ballard,1,
1242,President/Vice President,Unaffiliated,ROUTT,Brock Pierce / Karla Ballard,4,
1243,President/Vice President,Unaffiliated,SAGUACHE,Brock Pierce / Karla Ballard,0,
1244,President/Vice President,Unaffiliated,SAN JUAN,Brock Pierce / Karla Ballard,0,
1245,President/Vice President,Unaffiliated,SAN MIGUEL,Brock Pierce / Karla Ballard,1,
1246,President/Vice President,Unaffiliated,SEDGWICK,Brock Pierce / Karla Ballard,1,
1247,President/Vice President,Unaffiliated,SUMMIT,Brock Pierce / Karla Ballard,3,
1248,President/Vice President,Unaffiliated,TELLER,Brock Pierce / Karla Ballard,2,
1249,President/Vice President,Unaffiliated,WASHINGTON,Brock Pierce / Karla Ballard,0,
1250,President/Vice President,Unaffiliated,WELD,Brock Pierce / Karla Ballard,32,
1251,President/Vice President,Unaffiliated,YUMA,Brock Pierce / Karla Ballard,0,
1252,President/Vice President,Unaffiliated,,Brock Pierce / Karla Ballard Total Votes,572,
1253,President/Vice President,Unaffiliated,,Brock Pierce / Karla Ballard Vote %,0.02%,
1254,President/Vice President,Unaffiliated,ADAMS,"Jordan ""Cancer"" Scott / Jennifer Tepool",23,
1255,President/Vice President,Unaffiliated,ALAMOSA,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
1256,President/Vice President,Unaffiliated,ARAPAHOE,"Jordan ""Cancer"" Scott / Jennifer Tepool",17,
1257,President/Vice President,Unaffiliated,ARCHULETA,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
1258,President/Vice President,Unaffiliated,BACA,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
1259,President/Vice President,Unaffiliated,BENT,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
1260,President/Vice President,Unaffiliated,BOULDER,"Jordan ""Cancer"" Scott / Jennifer Tepool",7,
1261,President/Vice President,Unaffiliated,BROOMFIELD,"Jordan ""Cancer"" Scott / Jennifer Tepool",4,
1262,President/Vice President,Unaffiliated,CHAFFEE,"Jordan ""Cancer"" Scott / Jennifer Tepool",1,
1263,President/Vice President,Unaffiliated,CHEYENNE,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
1264,President/Vice President,Unaffiliated,CLEAR CREEK,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
1265,President/Vice President,Unaffiliated,CONEJOS,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
1266,President/Vice President,Unaffiliated,COSTILLA,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
1267,President/Vice President,Unaffiliated,CROWLEY,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
1268,President/Vice President,Unaffiliated,CUSTER,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
1269,President/Vice President,Unaffiliated,DELTA,"Jordan ""Cancer"" Scott / Jennifer Tepool",1,
1270,President/Vice President,Unaffiliated,DENVER,"Jordan ""Cancer"" Scott / Jennifer Tepool",16,
1271,President/Vice President,Unaffiliated,DOLORES,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
1272,President/Vice President,Unaffiliated,DOUGLAS,"Jordan ""Cancer"" Scott / Jennifer Tepool",9,
1273,President/Vice President,Unaffiliated,EAGLE,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
1274,President/Vice President,Unaffiliated,ELBERT,"Jordan ""Cancer"" Scott / Jennifer Tepool",1,
1275,President/Vice President,Unaffiliated,EL PASO,"Jordan ""Cancer"" Scott / Jennifer Tepool",33,
